""	"Bifidobacterium"	"Subdoligranulum"	"Faecalibacterium"	"Escherichia_Shigella"	"Bacteroides"	"Akkermansia"	"Agathobacter"	"Blautia"	"Klebsiella"	"Collinsella"	"Lactobacillus"	"coprostanoligenes_group"	"Clostridium_sensu_stricto_1"	"Roseburia"	"Prevotella"	"CAG_352"	"Enterobacter"	"Streptococcus"	"Dialister"	"Christensenellaceae_R_7_group"	"Alistipes"	"torques_group"	"Lachnoclostridium"	"Parabacteroides"	"UCG_002"	"gnavus_group"	"Romboutsia"	"Veillonella"	"Coprococcus"	"Erysipelatoclostridium"	"Enterococcus"	"Monoglobus"	"UBA1819"	"Ruminococcus"	"Clostridia_UCG_014"	"Lachnospiraceae_NK4A136_group"	"Megasphaera"	"Butyricicoccus"	"Fusicatenibacter"	"Anaerostipes"	"Methanobrevibacter"	"UCG_005"	"Dorea"	"Phascolarctobacterium"	"Erysipelotrichaceae_UCG_003"	"Incertae_Sedis"	"Eisenbergiella"	"eligens_group"	"hallii_group"	"Flavonifractor"
"Christensenellaceae_R_7_group"	-0.0843496740586061	0.341790676742002	0.217040415767957	-0.0549836356718841	0.120397333078652	0.168401156147079	0.25124809162764	0.243644573095913	-0.204745646978491	0.244560017809466	-0.0576379161646283	0.658781857745391	0.0610834512454753	0.389560525068871	0.304096723397889	0.193943656609684	-0.0387449766636394	-0.0563394572054547	0.12020660054836	1	0.513711934591781	0.315587439127384	-0.0920812853710659	0.308260696537743	0.612604988351992	-0.225983929514096	0.0757684309812852	-0.194613185644543	0.439745415565813	-0.0455133644349574	-0.0834398372076698	0.190430015242427	0.394329379405612	0.508385031188772	0.376167361463652	0.33512452147298	-0.00323780584871129	0.0637658389834396	0.146483147631233	0.073961848418253	0.419717053960449	0.712746066251413	0.381079897189459	0.349223611090754	0.165500418038214	0.313510997489076	0.114743287494791	0.219724345737878	0.112377340936499	-0.174791769328649
"Alistipes"	-0.154657241201696	0.289778205863483	0.263618052346083	-0.0417706854064176	0.569210448945365	0.121296215705173	0.236340987639331	0.0932766480738855	-0.0407249156413946	0.0902600179782488	-0.19772855863429	0.553234396279883	-0.0145914932270099	0.336144195407412	0.287816140738854	0.100587000359979	0.0829958807042522	-0.150252034333887	0.158993612395767	0.513711934591781	1	0.290012991925694	0.0417785722304634	0.620329162984532	0.501474426000479	-0.114372767782253	-0.0836210128378657	-0.173428537728686	0.318828247102836	-0.101445236512831	-0.0728070596916046	0.152907857732852	0.514440941739706	0.40565119517545	0.264981288368313	0.4236542804022	-0.0396033341053308	0.0804958708090985	0.089268552618285	-0.00148803920189427	0.11578387023669	0.508421378639409	0.181819346263251	0.333440834545095	0.035755368231565	0.37639284977953	0.356334227312187	0.277705226466777	-0.0595244344709069	0.177442378827335
"torques_group"	-0.0734295001901805	0.27998789369605	0.26468772126679	-0.0476824998499474	0.223390510389798	-0.073485507785123	0.139801346682978	0.241827686628905	-0.0679059883351595	0.143386912565336	-0.172914857919283	0.278083077992707	0.102420879193925	0.21429314777704	0.181442351417261	0.036125769956919	0.0825383952142755	-0.0545116823008613	0.00277890306563556	0.315587439127384	0.290012991925694	1	0.0360584754680471	0.141389040830318	0.29036896640767	-0.0427147253848683	-0.0309807242149024	-0.101219354352623	0.305094166885977	-0.0536640319305342	-0.122872356727747	0.152846789546897	0.272903207519862	0.21654856727777	0.0548531810695519	0.272660991307378	0.0911041269282988	0.132264926891197	0.256494799644062	0.0669114321995535	0.132762850541782	0.349479954767394	0.305874736702864	0.200812489936182	0.198017180063699	0.195302054752404	0.189905145636668	-0.00036907870607148	0.223341088585213	0.135109531684342
"Lachnoclostridium"	0.0243441933906088	-0.179867590145479	-0.0240439436387598	0.172159595510919	0.273307884694535	0.0708077878526627	-0.122322628747192	0.116148909497037	0.0655100200500739	-0.116178126586824	-0.182449220671612	-0.0421305319961061	0.0275507199699569	-0.0925793407935895	-0.258921364388784	0.0549810910629384	0.00551183459390248	-0.100389281531272	0.129372178605557	-0.0920812853710659	0.0417785722304634	0.0360584754680471	1	0.0867305237728554	-0.189497736661463	0.459603412750817	0.0341701638957915	0.0173822670690466	-0.274278163072891	0.408804570096886	0.0866810746606492	-0.0401448620635704	0.228327614330483	-0.176777083410191	-0.194686592172888	-0.139214664279939	0.0737308000730254	0.109063566193995	-0.0944145175027956	0.0700251976527138	-0.156989589235099	-0.118915276771906	-0.278968346416533	0.0814746504622534	-0.194632399978237	0.17542717500255	0.428363348348081	-0.0589588680894578	-0.0377909637619453	0.396898995051963
"Parabacteroides"	-0.195254900570887	0.197123056556298	0.245518164916079	0.0512110871310518	0.653900286008344	-0.0309414909749002	0.160725786545584	0.0195498698768491	0.00155212794845869	-0.00269881134291061	-0.0291930095245324	0.307726494220156	-0.0376487535025284	0.264653072300399	0.240356753369684	0.0242051186265539	0.0888683382430728	-0.0716901314159514	0.114489685862473	0.308260696537743	0.620329162984532	0.141389040830318	0.0867305237728554	1	0.356692206241719	-0.0653442746056021	-0.104187147957141	-0.0417464945132307	0.149123602460615	-0.0688915020157465	-0.058125526907094	0.089332543239625	0.388148776863545	0.292782021613461	0.0977369662153435	0.297131561811495	0.112536427091402	-0.000904428528832844	-0.00553255536702869	-0.0473344114718955	0.125133522960133	0.384724206397168	0.116530254025389	0.363111813344815	-0.0677902320005681	0.266227813946182	0.225986064939838	0.168208037021679	-0.123943391034794	0.269627037512424
"UCG_002"	-0.158832845312821	0.432445081335858	0.484111969675356	-0.0483864980948843	0.205505139286372	0.0339309262693023	0.518805677098212	0.232006139404285	-0.16344178887845	0.204126681788724	0.00756839743959855	0.623513965617091	0.0450941841642248	0.569658233149137	0.392453418865013	0.230683334543851	0.0451561036542608	-0.0809988969828667	0.143879506633471	0.612604988351992	0.501474426000479	0.29036896640767	-0.189497736661463	0.356692206241719	1	-0.387225865761785	0.078820730833891	-0.115049028299344	0.669791760958596	-0.257171580136711	-0.234583701705542	0.296728703761456	0.209712459767794	0.587567555671073	0.497394758779788	0.564478257375445	0.00146503772234181	0.172990557655642	0.414367077650894	0.226387746429279	0.277071797130819	0.689367164623333	0.568006869117321	0.335986400403636	0.38426393604208	0.112791888937132	0.0437918148718509	0.330405674751094	0.186537978943863	-0.200702977984811
"gnavus_group"	0.202803219130609	-0.319954592471605	-0.389393114637735	0.184850513184286	0.126867373657212	0.0469814944451072	-0.350533776343368	0.0653709449262713	0.115913272512865	0.00868235387054809	-0.0242178263753666	-0.277721527306807	-0.0350375229537333	-0.410370700536242	-0.256026407262807	-0.122738269416851	-0.0479782031667194	0.116204475466831	-0.0836584050686428	-0.225983929514096	-0.114372767782253	-0.0427147253848683	0.459603412750817	-0.0653442746056021	-0.387225865761785	1	0.000367647721328281	0.178824974307032	-0.447607793793539	0.532423822652599	0.236538304214796	-0.183304015317268	0.139991974703172	-0.38875352902672	-0.345173267715306	-0.421711152328778	-0.0232844809890036	-0.113077098738244	-0.292441260959185	-0.042367955894935	-0.176309657136623	-0.285327514538037	-0.360135115440427	-0.0516976723566163	-0.358822319392713	0.198890508470501	0.257290495998442	-0.24750280362709	-0.115351669462925	0.320281474504868
"Romboutsia"	-0.065192880958281	0.00379298380350612	0.142509228724507	-0.0510843678239347	-0.0835960720488236	-0.138511133658469	0.18268642433917	0.131769223002915	0.0530197455488161	0.0702199818005262	-0.0517620609411886	0.0551236724511015	0.507417398505974	0.21160835183273	0.144577095442999	0.122297195544024	0.212505124529564	0.24542978294829	0.159886355547419	0.0757684309812852	-0.0836210128378657	-0.0309807242149024	0.0341701638957915	-0.104187147957141	0.078820730833891	0.000367647721328281	1	0.106630396722786	0.118477059366121	-0.0479624170951337	-0.200569736782414	0.200329251183218	-0.147041369952886	0.110645718684131	0.275789320499595	0.194595166989563	-0.0730138425118394	0.198089249558577	0.0787242782340059	0.220429340151218	-0.0439942895510405	0.00582894282408995	0.188723180987581	-0.071800023777679	0.201622274878086	-0.04875677136258	-0.151980375920083	0.144685069527651	0.263982133077403	-0.0934077941153121
"Veillonella"	0.029953515971748	-0.0599299058649218	0.159418998812786	-0.0582497351506597	0.120850275058378	-0.239201305640336	0.0837260601667472	-0.0850580049718325	0.102214443002858	-0.0796888808279635	0.179579579971047	-0.179713904438618	0.0541215706489516	0.0783001925182256	0.0504775409354501	0.0303902718127769	0.116031875299852	0.371902857949079	0.161025220589214	-0.194613185644543	-0.173428537728686	-0.101219354352623	0.0173822670690466	-0.0417464945132307	-0.115049028299344	0.178824974307032	0.106630396722786	1	-0.00473412073418907	-0.0588447986215984	-0.0437743543025362	0.178118582417021	-0.235321930220192	-0.0521446217600902	0.0293693575144089	0.00739016257636677	0.158427280740503	0.232845817030782	0.166513575380408	0.141585452749002	-0.103761352842532	-0.101919574812322	0.0365642376341436	-0.175951954709399	0.0294065032787536	-0.0861937214921878	-0.235373736724152	0.195025435641048	0.00111531412293348	-0.0208896743393423
"Coprococcus"	-0.276729971087219	0.602735114691114	0.587320027330664	-0.0816211870715619	0.158294837637578	-0.062569836700937	0.604813317199043	0.263054867847938	-0.174739990882467	0.0715986254708946	-0.0466546123635495	0.551781064082632	0.145884643196051	0.634511932197921	0.478141495007886	0.25910356475696	0.123679540979932	-0.0342529213691211	0.231552774090229	0.439745415565813	0.318828247102836	0.305094166885977	-0.274278163072891	0.149123602460615	0.669791760958596	-0.447607793793539	0.118477059366121	-0.00473412073418907	1	-0.483412237117712	-0.400687810503025	0.361709216356277	-0.00126629259022406	0.56951042101031	0.546911657703558	0.620048780620016	-0.0889397770837884	0.257628455740794	0.555351768020229	0.220158600230799	0.16467761361488	0.574194514329014	0.652186307640381	0.17500041848448	0.471582695914196	0.0059525487174714	-0.2124979248135	0.385712569040378	0.234113504733493	-0.225278143151621
"Erysipelatoclostridium"	0.276615425950287	-0.345648580970611	-0.427029165019085	0.133277931211494	-0.039464987598947	0.280336792994787	-0.37954013453127	0.0704129369233034	0.108694258332567	0.0418451267698293	-0.0702547771434173	-0.138234695196178	-0.0762839467343701	-0.406546540260612	-0.217846692203728	-0.0599835045073396	-0.196068089968111	-0.0875760442417763	-0.154170048361023	-0.0455133644349574	-0.101445236512831	-0.0536640319305342	0.408804570096886	-0.0688915020157465	-0.257171580136711	0.532423822652599	-0.0479624170951337	-0.0588447986215984	-0.483412237117712	1	0.387423579424684	-0.17458541825941	0.285247338878763	-0.338216731826033	-0.397758084386606	-0.461418191853244	-0.0711900008736171	-0.142177609355473	-0.293533097799102	-0.043572585271988	-0.0418757550121978	-0.245238686339093	-0.397664412405383	0.030942219363064	-0.470703467847298	0.298134162125607	0.372924445236364	-0.259120641456299	-0.0696371486958978	0.184514629811845
"Enterococcus"	0.200591814177727	-0.311538932267	-0.513991978420976	0.0281097494700769	-0.164330744243467	0.184875356022373	-0.363670337116399	-0.14100957113058	0.205865167942673	-0.127904975670968	0.006146315277452	-0.267707133954185	-0.211693934247449	-0.354757175592447	-0.204650919602034	-0.155795865802628	-0.0887460458965585	0.0427285609981624	-0.189326574150522	-0.0834398372076698	-0.0728070596916046	-0.122872356727747	0.0866810746606492	-0.058125526907094	-0.234583701705542	0.236538304214796	-0.200569736782414	-0.0437743543025362	-0.400687810503025	0.387423579424684	1	-0.355824416636367	0.0977656483022383	-0.19766756093886	-0.310096053422813	-0.412271816435195	-0.0187486439730499	-0.382188793272661	-0.403939198591811	-0.260924748909801	0.0527276157909564	-0.189992271881246	-0.390346818770335	-0.0807532087512414	-0.396096283096383	0.159386311361648	0.213277601777145	-0.275265481867983	-0.219252212898037	0.066324936746457
"Monoglobus"	-0.193793966107843	0.390900084415697	0.428110508425719	-0.11152209832724	0.0929056153577068	-0.114856770995276	0.462679944140644	0.30391556854564	-0.00832711622306547	0.130443029897233	-0.091697613486468	0.350246790092881	0.16664510993931	0.422549113827227	0.112455499331016	0.229901457440291	0.148704452993586	0.0619531237801052	0.164204320961925	0.190430015242427	0.152907857732852	0.152846789546897	-0.0401448620635704	0.089332543239625	0.296728703761456	-0.183304015317268	0.200329251183218	0.178118582417021	0.361709216356277	-0.17458541825941	-0.355824416636367	1	-0.00203595643290764	0.267825420829754	0.261300127305407	0.478833312542183	-0.0248823315278704	0.442762133758782	0.453998639684363	0.393230508923127	-0.0228997162760357	0.150653880761598	0.387285270577318	0.0392567994948552	0.458223914092585	0.0152093426607902	-0.154966143781011	0.304948790119013	0.345289212136145	-0.0459148894212884
"UBA1819"	0.143883172186416	0.0499212488826924	-0.0465287663721809	-0.00925277173118075	0.332613772979967	0.328969263105463	-0.0490080239229682	0.182274944428176	-0.0104909988674177	0.195518666980434	-0.231036208422578	0.381898604021446	-0.156393796386259	0.0828054532150238	-0.0255582501295279	-0.0383180545064461	-0.08386259789552	-0.0945930125853768	0.00328854144335878	0.394329379405612	0.514440941739706	0.272903207519862	0.228327614330483	0.388148776863545	0.209712459767794	0.139991974703172	-0.147041369952886	-0.235321930220192	-0.00126629259022406	0.285247338878763	0.0977656483022383	-0.00203595643290764	1	0.213626077493822	-0.114728983874996	0.111850097124402	0.0190747043070664	0.046003975251587	-0.0743178814882442	0.0641127083444805	0.0358217812038836	0.278907514388628	-0.00236482602505508	0.268658232357907	-0.129281032428975	0.475659496778935	0.497206561820408	-0.0760345925345299	0.019558164396349	0.299076758838702
"Ruminococcus"	-0.165230168552433	0.437250950681482	0.430507625242955	-0.108236878942909	0.169606207024659	-0.0332016704032811	0.483765497874072	0.231634327071291	-0.129212851517334	0.0708937540745202	-0.11139423588648	0.618129695802026	0.171238129725337	0.574351423028368	0.295379854214371	0.12716598051983	0.0926115377507272	-0.0311904971537466	0.262761049522461	0.508385031188772	0.40565119517545	0.21654856727777	-0.176777083410191	0.292782021613461	0.587567555671073	-0.38875352902672	0.110645718684131	-0.0521446217600902	0.56951042101031	-0.338216731826033	-0.19766756093886	0.267825420829754	0.213626077493822	1	0.371832716525096	0.55957694123467	-0.0193031224301494	0.201570450508993	0.354026208922922	0.158039458489833	0.173586602246332	0.597363863709106	0.419799800779375	0.249091152460112	0.377810316954	0.0347386919363813	0.0349370408492328	0.437965171010084	0.147565305993593	-0.0393564920316966
"Clostridia_UCG_014"	-0.340782200987783	0.36997161941824	0.421478036907847	-0.0732368697301978	0.0743817289322781	-0.0158415678574931	0.426066357720411	0.117693810561316	-0.149743074197437	-0.0655269003928525	-0.0858641392872594	0.410032356510111	0.29300026281036	0.39629631821217	0.359096528612314	0.273710806798116	0.118703286658306	0.0347573103124431	0.166159274947119	0.376167361463652	0.264981288368313	0.0548531810695519	-0.194686592172888	0.0977369662153435	0.497394758779788	-0.345173267715306	0.275789320499595	0.0293693575144089	0.546911657703558	-0.397758084386606	-0.310096053422813	0.261300127305407	-0.114728983874996	0.371832716525096	1	0.503846836094007	-0.0536927972173071	0.255886269293494	0.304476504961066	0.0881779498209402	0.0967720493329983	0.42693288202698	0.353666151653112	0.159269314750732	0.400848788407684	0.0315297100753495	-0.227137138610824	0.380880922655263	0.203283515066024	-0.294948926706396
"Lachnospiraceae_NK4A136_group"	-0.333620936469863	0.489183234725043	0.662542247250021	-0.192680651350014	0.240958959206345	-0.111363536554615	0.534440502046528	0.227702941260849	-0.0289614758237181	0.0234819197117122	-0.141480772680802	0.550563386894359	0.223731047099093	0.683607279344805	0.375302838466769	0.206820473426673	0.221109271274455	-0.0571658498607229	0.180905529029409	0.33512452147298	0.4236542804022	0.272660991307378	-0.139214664279939	0.297131561811495	0.564478257375445	-0.421711152328778	0.194595166989563	0.00739016257636677	0.620048780620016	-0.461418191853244	-0.412271816435195	0.478833312542183	0.111850097124402	0.55957694123467	0.503846836094007	1	-0.0355278075405507	0.418187250378935	0.507615069240664	0.259348327320112	0.0280839729211854	0.467017632500179	0.552094902136526	0.184737484809286	0.519086237548054	-0.00157214350791721	-0.117956395816976	0.368717957447566	0.214177091737937	-0.00491158713125651
"Megasphaera"	0.139157588224922	0.0509291586927492	-0.00573580834385394	0.098227398587268	0.0843778237764733	-0.140250369066483	0.0742435589758477	-0.100788126500623	0.0509292383443966	0.0197303940286214	0.304281672752443	-0.0162641367175192	0.00353776896691886	-0.0084879392800168	0.00591780189420284	-0.0407134977074346	-0.0273030645555433	0.0782910812283363	0.230050025494935	-0.00323780584871129	-0.0396033341053308	0.0911041269282988	0.0737308000730254	0.112536427091402	0.00146503772234181	-0.0232844809890036	-0.0730138425118394	0.158427280740503	-0.0889397770837884	-0.0711900008736171	-0.0187486439730499	-0.0248823315278704	0.0190747043070664	-0.0193031224301494	-0.0536927972173071	-0.0355278075405507	1	-0.08230652697228	-0.132856873591283	-0.0788214414380367	-0.0247730505825474	-0.0609228332143847	0.00567057382009851	-0.144278349584998	-0.0437642045693107	-0.0540080950914963	0.0476988567025373	-0.190712927232111	0.0246130600348643	0.0491334500257923
"Butyricicoccus"	-0.13354313425896	0.190409871165469	0.539733343932001	-0.0699370826892456	0.147921103959747	-0.219423539351114	0.392026281558911	0.291401028467185	-0.0749737698536495	0.0368704330404599	-0.247345413873318	0.198982444260479	0.0937003212402596	0.402071083398011	0.181497682702763	0.172839761825436	0.142920798485451	0.0206610184100393	0.104574924430319	0.0637658389834396	0.0804958708090985	0.132264926891197	0.109063566193995	-0.000904428528832844	0.172990557655642	-0.113077098738244	0.198089249558577	0.232845817030782	0.257628455740794	-0.142177609355473	-0.382188793272661	0.442762133758782	0.046003975251587	0.201570450508993	0.255886269293494	0.418187250378935	-0.08230652697228	1	0.482417269798242	0.336736769514031	-0.24545722162886	0.0795654617176263	0.338028430757647	0.189527485214756	0.316861863578935	0.0373504098408582	-0.0210080376686588	0.356727247694248	0.173166133783849	0.106125490901925
