Taxonomy	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88
Cellular Processes	13355.37808	23362.80266	15876.18254	27349.28583	21562.34375	30569.09468	14734.51523	26012.12381	34290.22843	38676.97297	17381.62357	25443.92267	19531.49779	33839.27234	38672.81825	19943.93435	22197.95889	40859.80631	19331.85119	27930.37872	28042.55074	43375.41573	30419.90916	42305.52538	37109.12156	55530.06855	14588.31646	42324.71251	77137.96557	63676.08782	26533.6621	24220.12559	57734.06007	67248.05394	20909.68349	19117.08925	13712.73052	12573.86866	15671.27911	23748.14269	12855.56704	11802.60948	17736.08818	13750.02776	30855.25779	20176.42081	14789.23701	13876.08821	31045.46878	29904.06232	27814.36444	69746.79448	27331.50449	20460.94924	25566.99995	35001.36772	23488.73653	19684.14669	21346.14422	15550.19921	50718.39292	40854.80057	37333.36725	21145.06885	20924.71409	24727.61956	31302.25992	61350.55726	23020.87661	19789.52829	22616.47894	41103.00283	19777.21125	35755.16463	9172.573455	26540.45082	15912.31414	27324.32406	21676.10241	25425.65871	25181.58033	26051.68753	43868.71197	47855.01541	53538.89358	25990.14673	39890.72352	42359.09493	33725.4643	48216.2579	32420.12089	32123.79378	47037.2204	30465.02558	40639.84811	47415.43844	41157.25388	32795.14545	28640.22221	20224.42779	26636.1248	68788.53684	36477.6125	31173.86972	22687.43943	45720.47866	38604.85319	24630.74256	19709.7343	21983.22992	32446.32064	36509.22181	15996.84171	91682.96614	31480.95186	41535.11089	41574.64722	81509.41585	37795.37452	23892.86366	16638.18726	23774.80104	44231.3262	31502.31609	16576.97547	40536.00604	19224.21794	24500.18935	15853.7658	22598.24185	28654.61837	34207.76163	38899.73488	21918.0441	88659.37003	21914.12316	22854.34354	18343.52949	17921.36575	78055.2301	16750.60729	17590.95603	72841.01715	38108.96269	38902.15612	23972.3706	43409.88089	30794.86698	57654.51284	21520.23057	23819.37481	27781.15768	36853.96936	39044.78085	27355.14422	22271.12397	53584.73257	23466.28277	23239.50257	63736.00362	53249.53515	20165.47931	15490.3778	21327.89166	48696.89316	11346.95377	16020.67301	13895.54025	21787.52558	28829.18899	23848.99947
Environmental Information Processing	6947.21804	22738.44244	8367.077716	17632.16382	18587.1222	15904.5786	8035.849646	16432.67009	24824.07009	21773.20251	9607.709123	14675.09671	10004.11421	19360.18223	34584.34525	11794.96356	18082.86829	24120.425	34030.00616	12258.56117	22460.22914	24030.23539	13448.38438	27903.02618	18886.61029	31372.5518	7576.129647	23907.27529	63596.32635	61066.88701	13812.62155	18832.96535	36977.28275	39491.81938	10212.45077	11495.32023	7157.056429	7543.065362	8910.368815	13550.08147	8189.640574	10035.264	8757.873008	7404.373975	17667.81102	13384.34083	7290.948594	7150.907759	15350.97971	12902.63278	18413.56489	68373.45696	14783.64572	14819.87148	10644.62815	16011.11521	13689.62189	9996.77869	12160.27669	9437.80801	32900.32089	20142.24073	21923.3792	13072.62129	13509.94897	14208.98037	16857.7528	37379.37147	12274.66707	10113.25657	11152.0172	18230.53839	10054.87425	38108.6152	9518.656049	12699.66403	9081.965396	25248.58514	10256.09625	12730.03014	21444.60917	12579.17181	22103.14442	44823.48322	54120.53931	19418.42257	18639.64139	22866.29679	22310.47233	30020.90986	22187.3463	15355.65976	32924.68389	21149.22545	26438.13555	39931.71585	33300.17662	20004.83832	19764.25326	10550.80013	11476.99269	43289.07122	13205.8839	20045.8334	10613.72955	15486.41375	23363.84065	10381.52304	9955.535704	9657.813701	12131.58398	16894.61557	7779.861827	50805.90164	17273.8771	12512.18446	21578.0216	50617.3287	19185.59228	13743.72936	9444.175769	12066.49375	27474.95705	12850.56986	9431.175171	33764.01806	9167.622863	7778.619367	9222.339622	9945.1067	19633.80273	23001.46159	10966.20887	11848.29104	55749.31238	9316.476145	12813.16039	10532.99807	9597.50057	44485.82812	7830.023083	7542.318128	47453.72656	21413.1747	16241.52647	13721.40906	33302.18918	16259.38923	57485.91116	10641.18719	13584.66853	10850.82185	12268.49379	33617.75525	15225.98909	11265.87116	31267.95203	11280.39918	8736.622079	27148.10493	55668.90681	9091.372546	8881.354236	8685.726324	29622.73887	9263.240497	6589.426821	7763.188077	12437.67283	15361.84785	11305.07389
Genetic Information Processing	31467.36187	47219.34817	54104.27355	62927.19438	77196.61627	62113.24999	36812.8722	69290.51113	61787.74681	81941.41312	45167.85761	51934.68656	48152.02408	73296.96334	79330.28491	60434.57697	72270.53355	71845.03682	86549.97323	68027.807	72556.05718	79152.64507	65839.5276	73127.53629	75618.29804	79271.28713	37860.33167	92978.79076	115416.4618	118975.6294	68766.2277	71896.45988	87079.32357	104270.4169	44307.79299	43449.47213	34064.20633	41295.50596	39645.41178	60299.55857	37812.84917	45191.30866	46224.31693	42640.62549	54660.07054	45211.98214	43131.04444	43669.29063	77616.10418	67822.42255	71402.13217	107453.9949	77339.64358	65225.01086	52429.01882	104884.5703	62036.8222	50334.69631	55274.05565	51960.09737	84161.39932	97303.60478	72693.47848	70699.40032	62675.85224	64232.77666	86868.17774	107360.6935	63410.48459	48834.0246	54509.84301	64087.31558	54200.66921	77749.89076	43457.84339	62147.94736	45501.31605	71017.80113	58422.79578	68209.67919	77806.95732	63717.47548	110182.808	114958.6583	96186.96571	74922.5922	71501.18245	74572.68682	70424.53121	76962.90297	80755.48958	84285.486	84644.72798	82633.84451	94730.69176	86149.85255	79352.31172	74040.72681	93046.59567	65548.62609	56871.69741	104931.8107	72366.78015	65486.30626	63342.68385	65230.68439	74188.60048	60145.74096	53343.97285	53663.88428	63286.21042	64195.46313	43028.19414	119468.9894	81543.21348	65881.62465	64148.47633	118182.3823	63202.80644	50230.80843	47357.71805	56751.54632	74711.09666	60003.12205	47844.31934	73363.09906	52210.36159	45153.60277	47311.21528	53710.18714	86146.10948	69231.00708	58576.94845	60160.27307	119269.4484	48303.82619	43646.12985	47996.84177	49248.78074	80748.44908	40374.61312	41110.41001	115926.9126	107738.549	73916.83855	58515.2689	87709.28195	60298.28909	104333.0356	57071.35619	76846.0128	55737.15405	49571.74659	81211.48434	71840.82582	47267.90907	78978.90273	56674.76053	46426.76259	75951.10049	99598.9457	50557.46651	48717.56458	46773.15166	74605.74048	43403.88576	36727.20476	36923.80745	57541.29312	64870.15292	44637.55521
Human Diseases	12379.77623	30917.60263	18953.96358	31455.78169	32495.68905	27867.94525	14888.1921	27665.26232	38710.61468	45917.23291	21569.32921	25453.19707	22028.25149	38422.61344	47590.49754	27324.10502	27321.71828	44750.82511	40056.06663	29924.85229	34352.51499	47517.08861	29372.30995	45599.82638	33476.00144	46087.61314	15155.34025	47655.01106	79990.02878	78030.71022	28990.0562	32080.29083	50631.88345	73682.3932	19336.62469	22485.67077	13897.26498	16322.09054	16763.62707	25405.04281	14431.53877	18465.0542	18462.55122	15730.46501	31313.19645	27153.15904	16089.88741	16029.3053	29926.24667	25906.42627	31426.0282	79629.47922	30279.807	25907.56955	20589.04479	38795.20307	27315.24144	20158.94679	22035.37739	19451.04592	47250.58949	37716.5585	40925.70487	27170.98428	25437.82336	26268.65394	34320.04315	66225.23825	27026.28006	19162.77425	21556.77682	35585.75351	24335.74603	51277.32301	15830.51205	26013.44428	18620.4768	40305.17609	24434.02	30174.79099	32689.6648	29429.95186	41905.36745	66739.3448	70153.82865	31744.37133	31532.61773	36107.15795	39514.35817	50095.98561	36848.12877	32116.70931	52495.935	44968.44833	52614.83688	56758.36572	47186.05082	40265.24031	45079.09947	23533.77798	22741.26626	74649.23391	28132.84183	34834.54484	22948.48737	28551.89903	35759.60473	22990.65957	19903.46415	21288.43865	25227.75662	31890.59286	17913.2257	89353.71734	36419.17465	26562.00238	38476.66847	90760.47528	30198.93299	24556.32358	18403.3845	24354.50539	47889.83407	24691.38928	18545.94872	46028.92805	19353.06173	16925.0447	18154.56692	21086.2601	36140.42523	34962.5913	23890.19331	25579.66958	96697.1872	19701.91552	22198.27151	20013.27643	19792.42277	57367.55985	16471.56662	16126.43095	85360.8571	40962.23365	30852.58886	24914.01374	48086.19005	33234.92957	75023.67279	22470.73283	28654.59038	22360.30332	24052.26418	46979.34823	27904.83171	18606.49549	55499.98318	22136.58355	18820.49306	39401.65395	69074.02624	19477.11498	17399.13251	18182.86535	52185.42757	17687.88175	14416.14588	14547.66144	23013.09523	29512.87664	19320.66573
Metabolism	175057.1224	396837.5158	276936.7999	387417.466	415447.9335	376775.1555	196645.699	394215.5275	435477.2286	582975.5133	332473.1051	308711.0028	343946.7885	464243.5939	627078.2083	403170.708	390731.4693	488802.8766	433918.9194	469784.8123	478364.8013	571269.7269	408172.5211	548713.5332	465866.3535	568922.021	224256.2702	573501.5087	1014499.757	1002861.119	400234.8141	403554.1438	642758.8597	718514.2327	277536.734	269732.2103	185669.9361	238612.5862	240077.0438	356735.6726	217451.0566	238601.474	271130.4334	224432.7902	363206.0234	325455.5059	238791.1847	235080.6614	435887.0699	387965.0569	412947.7386	1022373.088	437146.607	354053.9461	285022.888	571481.7936	371227.7574	274911.5418	294544.6394	282239.047	603435.585	547649.5971	465002.2504	386788.4391	383997.1486	350255.1649	483153.4428	768733.3255	374684.6553	261843.1809	294002.1428	410860.4741	368099.3159	663883.0084	191846.2151	364756.4471	267346.6439	567973.7687	366164.4525	432579.8664	453513.6445	460428.9949	574694.2926	910294.5886	869214.6562	420865.4078	410856.2984	513799.539	450573.8411	562746.9037	512379.7166	459464.0214	584383.5879	606012.3549	677687.6406	722623.2473	506207.3633	461061.6784	681782.4918	358484.5079	305279.7141	743680.7338	379724.5906	452649.4053	325968.7361	371908.8347	472719.7548	328509.3697	274025.8426	317633.2815	343086.8469	381700.2505	268765.3753	867382.0217	529379.2378	355965.8294	419093.4776	862770.4986	388333.5005	314862.2201	249218.9402	335961.5461	516706.8092	327082.8709	261717.8778	589086.2729	272708.0637	232178.0562	246004.0596	298016.5366	472897.2853	462451.8957	309125.5589	399870.4947	911176.1366	278571.8784	309669.9135	276218.2144	289334.0941	687023.7541	235851.8479	219960.1664	841223.5952	577282.826	461688.0277	328495.3689	609104.1105	455667.0518	983053.3349	308248.3942	401143.0199	307720.8681	286887.3576	593805.7061	392464.6903	257186.6149	548449.4917	302194.8908	258472.4421	479162.3069	892915.0379	283689.431	257829.9413	250198.1582	528394.8675	238292.4696	206603.0002	200054.8934	327353.9307	364391.9599	259590.1237
Organismal Systems	5502.902216	11494.88135	9560.513797	12678.64656	15055.42616	11792.75151	6143.894151	12561.00621	12747.41462	19561.10769	11093.75338	9800.772481	11441.50251	15186.76692	18485.33185	13919.97622	12818.39475	15374.63426	16488.78832	16085.50527	12700.16607	18694.47591	14070.87905	16273.76815	14470.36997	16214.7631	6803.156415	18812.02082	27565.26029	27836.90546	13714.78289	13843.8396	18026.73857	23153.11276	8811.208234	8796.382662	6097.117963	8355.460023	7737.134648	10901.48726	6797.96328	8822.706702	9425.515248	7267.686158	11952.09664	10587.39431	8348.812169	8283.912799	14304.29275	11877.85158	12495.22697	28551.73802	15174.90677	10670.51268	8537.136608	21330.18325	12105.61021	9335.524368	9220.144445	10012.76003	17981.54957	18407.38899	14922.89872	14058.99424	11921.45676	12240.08702	15179.53111	22710.59642	13414.85801	8343.395982	9346.258171	13360.97868	12591.73711	19023.54366	4742.262131	11699.10333	8865.728245	17145.70938	12511.90961	15289.73001	13199.04521	15150.48562	16496.80303	26635.96751	24534.87309	12349.02518	12757.50019	15012.67406	14377.43911	16651.04388	14689.69673	15434.92041	18043.83714	19907.65514	22034.72974	21304.01666	14988.26252	15748.2229	22721.96514	13284.27879	9488.245397	24068.03871	12799.93089	14042.10195	10642.72791	11626.05438	14335.12949	10881.74823	8344.325323	10463.94865	10716.05012	11735.96331	9159.714154	27414.15607	17425.66702	11148.70142	13009.87357	27288.61885	12870.04917	9497.505594	8319.453237	11234.90364	15490.48483	10402.21967	8047.301657	16869.08319	8732.240298	7296.69536	7652.756752	9507.766522	16881.7328	13537.35216	9668.812483	13241.35381	28636.48497	8994.645692	9639.570098	8822.920194	9565.672552	19541.17482	7572.318988	7305.311546	26088.17076	17914.73243	13976.41956	10455.8777	17564.09755	14814.07927	26480.32715	10474.99287	12173.86363	9895.18439	8522.845459	18283.82824	11642.37152	7433.109947	18375.07795	10001.54045	8485.961939	17474.24846	23810.52758	9468.157759	8613.12521	8259.355654	16759.67733	6779.528832	6970.415899	5979.514188	10327.62816	12206.20285	8205.173538
