Taxonomy	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88
Cushing syndrome	12.90909091	52.43801653	5.47107438	36.61983471	8.32231405	38.47933884	9.231404959	14.95867769	62.49586777	59.20661157	5.462809917	32.44628099	10.66115702	51.2892562	92.04132231	6.73553719	9.165289256	119.231405	55.70247934	7.338842975	123.3636364	75.42975207	15.85950413	112.4958678	26.16528926	86.76033058	2.694214876	56.87603306	192.6363636	179.0578512	25.38016529	17.37190083	103.7355372	165.4214876	14.33884298	27.98347107	4.504132231	2.776859504	19.37190083	8.446280992	2.933884298	1.727272727	10.90082645	4.768595041	54.10743802	36.84297521	6.066115702	6.016528926	20.43801653	9.05785124	35.70247934	214.446281	11.17355372	2.305785124	2.487603306	12.89256198	15.7768595	9.041322314	9.421487603	53.3553719	101.8181818	15.66942149	62.70247934	9.231404959	5.859504132	2.247933884	13.14049587	102.4297521	20.39669421	6.537190083	7.363636364	54.81818182	17.41322314	93.16528926	122.0909091	17.78512397	5.074380165	50.33057851	11.12396694	56.60330579	35.8677686	28.83471074	40.97520661	109.5619835	137.3553719	15.90082645	15.65289256	61.54545455	60.70247934	116.553719	27.19834711	7.247933884	81.90082645	41.01652893	55.41322314	155.2727273	132.0330579	136.4380165	41.18181818	25.16528926	5.776859504	164.768595	4.743801653	52.99173554	0.785123967	20.84297521	52.02479339	6.256198347	38.18181818	1.537190083	16.65289256	37.65289256	3.504132231	207.0909091	9.851239669	23.55371901	64.83471074	216.7107438	32.11570248	29.09090909	1.256198347	17.00826446	97.12396694	13.19834711	10.2892562	60.47107438	8.239669421	7.090909091	10.46280992	34.95867769	7.355371901	61.12396694	5.198347107	3.760330579	246.3966942	18.57024793	40.89256198	8.20661157	4.884297521	151.1735537	7.239669421	7.487603306	227.3966942	14.29752066	49.47107438	15.11570248	73.05785124	45.17355372	198.4132231	15.65289256	122.5371901	6.570247934	31.18181818	80.89256198	18.23140496	8.272727273	111.0413223	2.553719008	1.776859504	37.65289256	168.8347107	6.495867769	1.776859504	4.033057851	115.3305785	87.87603306	2.983471074	2.94214876	7.05785124	24.52892562	11.78512397
Insulin resistance	425.6575342	562.5342466	773.7534247	906.1369863	1441.465753	835.9726027	529.4109589	888.6986301	680.7808219	966.1369863	505.2054795	699.5479452	558.4794521	1000.684932	990.7534247	724.7123288	871.4246575	830.5342466	632.0958904	749.4794521	700.5753425	900.9178082	801.369863	810.6986301	959.8356164	1005.315068	532.6027397	1242.232877	1361.452055	1464.150685	939.3561644	1238.958904	1084.191781	1161.109589	549.2328767	587.8082192	556.630137	529.9589041	573.630137	885.2191781	487.2054795	840.2876712	593.2191781	600.8493151	734.1780822	487.2739726	610.4109589	654.8356164	1069.178082	937.6027397	871.3287671	1161.109589	959.6575342	993.1917808	708.5616438	1597.054795	808.7808219	768.7123288	798.9589041	603.2054795	990.0273973	1165.136986	890.109589	1149.945205	676.4931507	1042.986301	1185.767123	1258.260274	871.7808219	700.2876712	756.2328767	720.1369863	555	790.1232877	387.4246575	818.9863014	638.9726027	719.7123288	843.9178082	816.739726	1017.849315	676.7123288	1223.90411	1352.561644	1220.917808	1035.671233	1017.041096	1001.835616	888.369863	875.0410959	1098.684932	1155.575342	911.8767123	830.1369863	1001.328767	913.6438356	694.4383562	797.0273973	946.2191781	987.4931507	772.6986301	1312.191781	1007.945205	784.2328767	886.7534247	875.1643836	954.6027397	798.7260274	664.4520548	650.3287671	842.7123288	825.1917808	570.1917808	1331.246575	1112.849315	859.7808219	811.5616438	1294.945205	881.5753425	687.6438356	760.4794521	775.2054795	818.4109589	849.6712329	653.5616438	920.3424658	712.7808219	607.2054795	604.7671233	634.1232877	1528.39726	860.3835616	802.6164384	718.4109589	1270.123288	596.6438356	516.4657534	674.0547945	693.4657534	976.3150685	542.8630137	583.2054795	1222.164384	1488.287671	901.8493151	824.4383562	1177.219178	673.9452055	1418.287671	826.5479452	781.5890411	746.8082192	621.2054795	1061.178082	948.369863	568.369863	962.1506849	818.5205479	636.9589041	992.5890411	1217.589041	696.2191781	635.4931507	674.5205479	855.260274	499.2191781	503.6027397	538.2739726	828.4657534	918.4520548	625.6712329
Non-alcoholic fatty liver disease (NAFLD)	0.040322581	0.330645161	0	0.080645161	5.774193548	3.241935484	0.10483871	7.548387097	4.467741935	0.088709677	0	0.35483871	0.64516129	2.112903226	0.451612903	0.330645161	5.475806452	5.032258065	2.629032258	11.39516129	0.306451613	0.459677419	0.306451613	0.153225806	6.322580645	0.241935484	0.169354839	2.064516129	0.072580645	3.862903226	5.580645161	0.161290323	2.129032258	1.112903226	16.21774194	0.048387097	0	0.362903226	0.919354839	1	0.161290323	0.048387097	0	0.072580645	0	0.177419355	0.89516129	0	1.330645161	1.322580645	3.129032258	27.84677419	0.314516129	1.024193548	0.10483871	0.403225806	0.040322581	0.814516129	0.241935484	0	7.975806452	44.16935484	0.032258065	0.387096774	0.35483871	0.806451613	22.2983871	49.59677419	0.774193548	0.443548387	0.137096774	0.225806452	0.927419355	0.048387097	0.112903226	0.169354839	0.798387097	0	0	1.282258065	1.298387097	0.435483871	87.56451613	1.14516129	2.830645161	4.016129032	1.467741935	3.024193548	0.193548387	0.596774194	1.217741935	1.588709677	1.814516129	0.056451613	2.637096774	0.225806452	0.516129032	0.120967742	0.5	0.137096774	0.096774194	0.314516129	0.370967742	0.241935484	0.056451613	0.403225806	1.177419355	0.338709677	0.072580645	2.887096774	0.032258065	0.14516129	0	0.040322581	5.129032258	0.225806452	0.35483871	0.258064516	22.57258065	10.19354839	0.072580645	2.177419355	0.266129032	0.112903226	0.14516129	0	0	0	0.10483871	0.35483871	0.564516129	0.241935484	0	0.112903226	0	0.35483871	0.540322581	0.032258065	0.096774194	0	0.096774194	0.887096774	1.233870968	0.540322581	0.080645161	0	0	3.129032258	0	0.5	2.225806452	0	0	0.806451613	4.766129032	0.806451613	0.072580645	0.838709677	0	0	0.120967742	0.193548387	0.14516129	0.153225806	1.951612903	0	0.10483871	1.483870968	1.346774194	0.193548387	0.830645161
Type I diabetes mellitus	505.04	688	771.72	1074.76	1100.64	876.56	535.2	1070.4	1168	1838.12	950.72	855.12	946.56	1433.24	1043.24	1370.92	1162	1648.4	1314.16	1416.16	1042.16	1857.92	1245.64	1365.68	1197.8	977.44	583.36	1834.76	1223.16	1288.92	1100.16	1057.8	1104.28	2731.8	675.92	855.16	498.24	748.16	671.04	896.68	611.64	669.4	841.24	622.28	1204.16	1256.92	681.16	676.08	1190.2	1367.76	1247	1081.56	1219.76	922.48	793.16	1629.36	1170.64	798.64	804	854.72	1039.56	1425.92	1626.64	1177	1209.64	890.76	1285.8	1947.04	1194	705.32	756.76	1432.88	1277.88	1249.24	622.88	1035.12	794.8	1529.64	1025	1300.72	1138.84	1278.8	1312.92	2015.52	1173.16	1179.64	974.68	1064.12	1460.16	1559.44	1217.04	1258.72	1863.2	2402.48	2458.76	1336.48	1604.88	1606.08	2465.64	1003.52	801.88	2770.6	1051.36	1085.92	908.32	871.48	938.16	922.96	751.12	927.48	1028.32	1137.44	793.44	3292.2	1421.64	918.68	1297.36	3351.68	837.96	1068.36	663.56	946.44	1653.56	839.68	737.8	823.92	762	622.92	691.96	972.48	1267.52	872	826.6	1160.56	3405.56	770.08	716.04	742.48	803.76	842.84	647.64	615.36	3069	1497.72	1115.8	888.12	1139.28	1376.6	1078.36	906.8	1181.12	801.6	820.12	1003.88	1038.84	666.6	1813.28	836.12	719.36	902.48	991.8	753.92	697.04	662.56	1950.44	647.16	566.56	517.72	848.36	1090.72	598.32
Type II diabetes mellitus	303.5405405	550.7297297	521.7297297	663.8918919	757.3513514	597.7297297	360.5675676	741.6486486	801.1621622	884.1891892	487.2702703	568.7567568	518.2162162	826.6756757	904.9189189	621.5675676	808.4594595	912.8648649	714.8108108	762.0810811	799.4324324	912.7837838	667.6216216	957.2162162	738.8108108	938.027027	374.7297297	1066.459459	1439.540541	1559.648649	681.4864865	737.0810811	999.027027	1308.567568	436.3243243	470.1351351	328.7297297	416.0810811	399.2162162	604.2972973	366.5945946	445.5405405	481.6756757	395.6216216	637.1081081	511.8108108	424.0540541	457.1351351	753.0540541	646.8378378	746.2702703	1449.756757	775.7837838	623.3783784	509.3783784	1106.351351	643.3783784	490.1081081	591.4054054	518.2702703	1014.432432	955.7027027	825.9459459	748.5135135	576.6216216	715.3783784	859.4864865	1165.540541	663.7297297	465.4054054	537.4324324	731.4324324	523.5135135	909.5135135	459.7567568	599.3243243	466.7567568	759.8378378	640.6486486	838.1891892	941.5945946	815.3243243	782.7297297	1294.72973	1192.945946	724.027027	667.2162162	686.4324324	815.3243243	917.1081081	814.4594595	839.2162162	1150.621622	897.6756757	1069.837838	1144.108108	929.7297297	926.6216216	977.7027027	671.3243243	538.4324324	1342.945946	692.0540541	790.1891892	591.8648649	646.5135135	915.2702703	596.6216216	516.4594595	495.4864865	594.6216216	680	424.3513514	1544.567568	913.7027027	735.8918919	734.8918919	1558.189189	817.7837838	540.5675676	453.5945946	545	899.972973	578.3513514	440.0540541	932.0810811	484.9189189	413.0540541	458.1891892	419.7837838	870.2432432	747.3243243	546	563.2702703	1640	444.4864865	473.7027027	470.9459459	491.7567568	1083.594595	394.2972973	378.2162162	1441.567568	1039.864865	636.4864865	590.6756757	1072.648649	700.5675676	1368.027027	514.5945946	831.7837838	530.9189189	484.7567568	1238.216216	660.1891892	540.2972973	1245.27027	533.2162162	442.2702703	1546.864865	1236.756757	547.1621622	478.1351351	449.6486486	957.4864865	437.2702703	367.0810811	350.4054054	655.4594595	737.2162162	524.9459459
Primary immunodeficiency	159.1428571	475.2	273.2571429	414	92.42857143	464.7142857	161.8285714	520.8285714	810.9428571	1014.228571	510.3714286	507.4285714	626.4285714	839.6571429	840.8857143	405.5428571	476.4857143	652	938.8	601.4857143	584.7428571	931.2857143	617.8571429	868.7428571	567.8285714	976.8571429	240.1142857	932.3714286	1568.2	1526.314286	417.7714286	263.9428571	1157.885714	1257.8	360.5714286	371.1428571	284.6	284.6857143	476.4	456.8285714	236.6571429	81.85714286	361.9142857	105.2571429	635.9142857	303.1142857	364.7142857	448.0857143	704.6571429	898.5142857	561.0571429	1511.657143	525.5142857	208.2571429	493.6285714	1141.657143	375.6857143	345.9714286	216.3428571	656.8571429	964.7142857	615.2857143	656.1714286	571.2571429	468.3142857	347.2285714	720.4571429	1559.742857	557.7142857	362.5142857	259.1714286	560.6285714	350.0571429	701.8571429	755.6285714	460.3428571	356.5142857	366.0857143	626.1714286	874.8	238.8857143	553.9142857	544.5428571	886.4285714	1185.857143	251.6857143	440.6285714	733.2857143	636.4857143	885	522.7142857	703.8	943.3142857	262.0285714	548.4285714	1204.457143	1190.2	1172.371429	375.4285714	651.2285714	540.3714286	1198.828571	586.7428571	484.2857143	181.2285714	744.9714286	457.9428571	362.0857143	370.4	274.3714286	731.6	749.8	283.1428571	1811.257143	874.7714286	1013.657143	786.5714286	1558.971429	480.4285714	620.5714286	187.6	412.6	813.4571429	556.6857143	195.8571429	772.9428571	190.3428571	407.6	344.2857143	249.9714286	372.6571429	511.0857143	896.4857143	381.7142857	1729.485714	423.8857143	420.4	286.3142857	256.1714286	1124.428571	336.3142857	291.1428571	1591.971429	290.7714286	611.8	308.4571429	723.9142857	783.6571429	1414.6	330.5142857	465.9428571	525	912.8571429	1123.028571	473.5142857	540.2285714	1077.485714	274.1428571	481.8	809.0857143	1206.885714	416.7428571	228.8857143	344.3714286	1001.457143	484.6571429	267.0571429	187.5428571	602.3142857	412.7714286	350.9142857
Rheumatoid arthritis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261538462	0	0	0	0	0	0	0	0.215384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323076923	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systemic lupus erythematosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0.177777778	0	0	0	0	0	0	0	0	0	0	0	0	0.755555556	0	0	0	0	0	0	0	0	0	0	0	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.377777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacterial invasion of epithelial cells	4.315068493	6.205479452	0.136986301	469.1780822	2.260273973	19.17808219	39.97260274	19	1055.30137	1057.369863	29.45205479	398.7808219	20.32876712	1040.438356	20.56164384	15.82191781	92.57534247	1645.90411	3	24.61643836	167.6575342	1368.438356	225.2739726	848.6027397	14.12328767	28.61643836	0.397260274	1170.287671	4.438356164	47.12328767	128.3150685	149.260274	103.369863	3621.479452	4.767123288	554.2876712	21.10958904	0.397260274	69.36986301	60.20547945	0.753424658	21.47945205	24.78082192	1.452054795	762.0410959	801.109589	8.917808219	11.28767123	46.7260274	2.821917808	505.7534247	17.45205479	29.87671233	18.20547945	39.7260274	46.94520548	211.0273973	31.45205479	64.73972603	14	87.26027397	0.150684932	1306.60274	29.93150685	39.31506849	36.54794521	144.2739726	2223.863014	274.5753425	29.68493151	17.95890411	1061.575342	0.849315068	11.57534247	1.397260274	78.94520548	4.315068493	0.383561644	51.75342466	151.7260274	26.50684932	3.205479452	619.5205479	42.19178082	6.849315068	236.0136986	1.164383562	108.4109589	1257.452055	1512.260274	29.30136986	31.91780822	1509.150685	664.5479452	895.5068493	370.2739726	1316.876712	1111.616438	3.876712329	18.53424658	48.95890411	3015.410959	50.63013699	413.4520548	1.726027397	4.602739726	49.02739726	0.054794521	9.616438356	2.301369863	116.4794521	751.5479452	35.36986301	4064.60274	104.9178082	17.90410959	1109.849315	4547.575342	58.67123288	342.1643836	1.575342466	37.32876712	1785.479452	27.39726027	7.643835616	7.164383562	6.945205479	0	59.98630137	25.82191781	40.79452055	15.26027397	96	2.95890411	4679.09589	12.90410959	80.79452055	3.452054795	18.84931507	23.20547945	40.67123288	10.19178082	4185.232877	7.342465753	11.91780822	108.5205479	162.3561644	458.5068493	0	4.02739726	39.17808219	13.43835616	420.0410959	15.61643836	28.8630137	20.71232877	2280.082192	2.684931507	31.15068493	60.19178082	16.43835616	33.98630137	1.616438356	6.410958904	2208.643836	4.97260274	14.71232877	4.493150685	19.95890411	484.4794521	17.17808219
Epithelial cell signaling in Helicobacter pylori infection	232.4333333	519.0444444	335.3666667	524.8111111	629.8555556	528.6333333	264.1666667	429.7666667	547.2444444	580.9222222	355.4666667	422.7777778	357.2777778	559.6666667	813.9555556	487.3888889	359.3333333	585.5555556	221.6222222	527.4888889	631.3444444	637.9222222	498.1666667	647.0333333	613.1777778	772.2444444	305.1222222	648.6777778	1347.688889	1353.511111	556.3222222	599.9	785.9777778	851.9666667	361.0666667	348.1	264.7222222	246.0777778	229.2333333	570.4111111	217.0555556	340.4333333	268.7333333	333.5888889	413.3222222	369.9777778	238.5111111	184.9777778	487.3555556	426.2666667	465.9777778	1201.3	580.6444444	529.7111111	394.5	466.1777778	439.6333333	361.0444444	432.1444444	262.7222222	851.8111111	750.7555556	543.4555556	400.9777778	486.3333333	512.4444444	518.3666667	1208.477778	367.1888889	389.0888889	438.0444444	469.9111111	409.1	865	24.62222222	502.2333333	273.4444444	686.6333333	328.3666667	417.4666667	582.6222222	449.9777778	962.9444444	1040.322222	1047.433333	574.6888889	540.1666667	574.6888889	506.1222222	695.1333333	627.6666667	502.3222222	671.4444444	674	785.9666667	865.5111111	452.5111111	414.6888889	725.8666667	294.4444444	420.9222222	883.4	553.8555556	546.5444444	484.7222222	539.0666667	672.1777778	468.8666667	353.0444444	420.9111111	456.7111111	496.7444444	324.0333333	1008.433333	590.8666667	515.0555556	535.2333333	1012.411111	583.9555556	352.8	388.1888889	451.9888889	614.1666667	478.1222222	367.8777778	756.8555556	404.5777778	340.5333333	333.4888889	431.2555556	648.0444444	646.6666667	441.6666667	432	1031.766667	387.7111111	362.6888889	386.3	359.5888889	883.9666667	316.2333333	320.6111111	1032.677778	843.2666667	537.3555556	481.1222222	904.0444444	487.0888889	1128.077778	454.5	557.7555556	439.1222222	386.6333333	825.2777778	571.1111111	354.1222222	768.4222222	438.0333333	361.3222222	686.3777778	1115.644444	336.8555556	358.8666667	366.2666667	569.5666667	66.38888889	286	295.2888889	379.1777778	523.3555556	407.9111111
Legionellosis	417.9117647	684.6323529	677.5882353	816.7058824	859.4264706	884.9117647	464.8970588	954.4558824	844.4705882	1236.058824	640.5588235	740.7941176	666.1470588	1138.058824	1043.382353	876.6176471	933.6617647	1034.911765	971.4852941	976.4852941	1063.544118	1161.720588	966.9705882	1057	1171.691176	1145.617647	544.2058824	1383.970588	1660.926471	1502.117647	972.1029412	854.0294118	1239.029412	1567.470588	598.6176471	589.9117647	525.1323529	614.7794118	605.9558824	905.1029412	505.0588235	524.4705882	739.9411765	490.8235294	833.4558824	713.4264706	662.7205882	701.4117647	1175.220588	1058.705882	1047.838235	1298.323529	1033.397059	759.8676471	806.4852941	1897.808824	891.6323529	704.0735294	706.4117647	747	1231.647059	1416.720588	1060.117647	1015	939.6470588	770.1764706	1339.647059	1503.161765	1002.661765	677.3088235	706.7647059	1066.205882	871.7941176	1144.970588	462.8088235	898.3823529	719.9117647	1079.132353	945.6470588	1025.117647	919.7794118	905.8529412	1361.970588	1565.808824	1319.676471	905.0294118	1117.705882	1064.205882	985.2647059	1085.647059	958.1764706	1511.426471	1164.720588	1307.058824	1458.088235	1185.514706	1008.382353	1057.397059	1435.897059	1046.867647	836.2794118	1469.308824	1143.661765	833.7352941	797.5588235	1208.323529	883.75	831.7794118	727.6029412	724.3382353	1061.338235	1027.632353	550.8382353	1958.632353	1160.191176	1363.852941	1025.661765	1746.529412	894.4117647	715.9411765	591.3823529	778.7352941	1103.294118	942.5441176	619.4264706	937.3529412	684.4117647	772.4411765	549.25	818.9705882	1122.720588	911.9705882	1200.058824	776.5882353	1794.058824	724.6470588	615.4117647	638.1911765	633.8676471	1196.882353	558.2941176	580.3382353	1716.25	1295.955882	1171.941176	785.8088235	1125.955882	904.0588235	1161.205882	762.5441176	1086.102941	902.3823529	1063.029412	910	968.2352941	726.1911765	1106.955882	722.3382353	780.5294118	1242.308824	1189.338235	765.5441176	619.0294118	711.3823529	1123.897059	552.0882353	518.3676471	459.7941176	848.9411765	866.7205882	664.8970588
Pathogenic Escherichia coli infection	0.162790698	0.627906977	0	56.30232558	0.162790698	1.953488372	3.23255814	0.651162791	125.744186	127.9069767	3.488372093	46.55813953	2.186046512	125.8604651	2.302325581	1.720930233	10.90697674	195.8139535	0.348837209	2.906976744	19.37209302	154.9767442	26.79069767	98.27906977	0.139534884	0	0	141.8139535	0.348837209	5.255813953	14.30232558	17.72093023	10	439.0232558	0.418604651	66.88372093	2.441860465	0	8.23255814	7.186046512	0	2.604651163	2.837209302	0.162790698	76.74418605	96.95348837	0.860465116	0.209302326	4.976744186	0.279069767	59.04651163	0	1.488372093	1.976744186	4.534883721	2.186046512	24.53488372	3.813953488	7.279069767	1.697674419	7.930232558	0	158.4418605	3.581395349	4.76744186	1.069767442	15.13953488	253.1162791	33.06976744	1.813953488	1.860465116	121.8837209	0	1.23255814	0.162790698	9.558139535	0.325581395	0	6.162790698	16.37209302	1.837209302	0.279069767	74.90697674	3.720930233	0.813953488	25.93023256	0	12.27906977	151.7906977	181.7209302	3.488372093	3.279069767	174.9767442	75.13953488	102.8837209	38.65116279	152.5348837	133.3255814	0.372093023	2.23255814	1.837209302	339.0232558	6.046511628	49.04651163	0.209302326	0.558139535	0.488372093	0	0	0.279069767	13.72093023	90.97674419	3.953488372	467.0930233	6.372093023	0.418604651	129.1627907	536.6976744	3.325581395	40.02325581	0	3.906976744	214.3255814	3.279069767	0.837209302	0.279069767	0.558139535	0	3.372093023	3.11627907	4.837209302	1.23255814	11.46511628	0.325581395	548.2093023	1.558139535	8.395348837	0.418604651	2.255813953	0	4.697674419	1.209302326	507.0930233	0.860465116	1.372093023	12.72093023	18.65116279	51.39534884	0	0.488372093	4.558139535	1.372093023	45.81395349	1.325581395	1.627906977	1.023255814	273.6976744	0.279069767	3.76744186	0	1.837209302	2.697674419	0.162790698	0.744186047	253.4418605	0.186046512	1.720930233	0.372093023	0.860465116	57.86046512	0.255813953
Pertussis	48.35443038	1693.670886	7.037974684	686.2658228	151.2278481	617.4177215	29.51898734	154.5443038	1084.620253	1154.21519	343.6202532	499.5189873	218	691.2151899	2266.025316	201.9873418	74.11392405	1496.683544	5.367088608	341.1012658	1305.835443	1418.822785	413.7594937	1967	500.5696203	2021.974684	48.30379747	867.3417722	5717.734177	4688.189873	284.6582278	359.6582278	2360.683544	2452.962025	341.164557	445.7974684	13.39240506	3.784810127	133.6455696	55.73417722	3.64556962	26.81012658	73.75949367	25.29113924	1188.202532	541.5696203	14.29113924	1.240506329	158.7088608	3.607594937	426.6075949	6038.012658	107.9367089	25.93670886	29.91139241	176.6202532	212.2531646	69.78481013	54.87341772	165.1898734	2088.202532	64.12658228	891.0253165	47.15189873	28.84810127	21.96202532	124.6455696	1690.329114	183.4810127	33.02531646	180.4050633	947.5316456	204.2658228	2643.240506	4.417721519	170.9113924	38.78481013	1264.594937	206.8607595	397.4177215	294	367.5443038	479.4683544	2694.56962	4819.734177	262.9746835	143.1518987	368.6708861	986.6835443	1981.43038	701.0253165	34.36708861	1359.405063	684.7721519	934.9620253	3056	1216.392405	951.0506329	301.6455696	22.75949367	118.1265823	3131.898734	70.20253165	1065.227848	32.97468354	534.6835443	885.2151899	113.3037975	131.164557	121.8101266	137.5949367	556.0379747	174.3417722	3758.594937	261.5189873	63.27848101	1198.810127	3639.379747	801.1898734	545.9493671	0.810126582	295.6075949	1550.506329	231.1772152	42.01265823	3022.202532	53.07594937	5.721518987	49.84810127	25.30379747	187.164557	1409.772152	78.37974684	246.3037975	4358.518987	218.8987342	670.9873418	186.9620253	101.6455696	4472.936709	91.34177215	63.3164557	2980.164557	317	174.1772152	252.7594937	1816.227848	912.6835443	5768.050633	81.51898734	77.06329114	197.4556962	330.1265823	1928.506329	53.87341772	36.13924051	1843.911392	36.29113924	75.70886076	1087.329114	4231.683544	108.164557	3.202531646	84.34177215	2057.911392	9.126582278	72.49367089	7	23.91139241	384.2151899	193.1392405
Salmonella infection	60.53658537	510.8902439	9.475609756	489.2073171	62.51219512	296.2195122	75.42682927	136.6707317	915.3902439	858.0243902	75.14634146	469.0365854	115.1829268	751.2926829	664.0121951	72.26829268	126.695122	1271.963415	4.865853659	155.3292683	373.2073171	1108.365854	340.4512195	1006.365854	348.304878	747.4390244	52.5	913.097561	1654.012195	1443.780488	247.7439024	220.9512195	829.1585366	2620.280488	190.9756098	413.597561	92.23170732	9.963414634	98.02439024	107.1219512	20.07317073	19.67073171	87.56097561	37.35365854	721.0487805	575.4878049	29.2195122	1.56097561	125.3658537	166.2073171	426.3292683	1677.353659	152.1341463	47.40243902	221.7804878	76.58536585	212.9390244	121.3902439	158.695122	18.59756098	869.4878049	258.097561	992.1829268	36.31707317	68.58536585	112.195122	186.5853659	1582.182927	211.4756098	117.8658537	173.4268293	936.7439024	113.1219512	787.5487805	13.43902439	180.304878	39.59756098	362.3658537	99.23170732	267.9146341	169.0243902	121.5243902	589.6463415	801.3780488	1420.146341	232.4878049	347.2804878	378.7439024	942.2195122	1384.792683	231.6585366	105.6097561	1282.280488	530.0365854	807.7073171	1106.707317	1092.073171	921.195122	120.0365854	16.37804878	234.2804878	2422.682927	335.1463415	615.6585366	114.5609756	599.402439	333.1341463	151.4268293	120.597561	106.402439	377.1585366	776.1463415	92.53658537	3333.780488	155.695122	520.2439024	1101.804878	3372.670732	534.1707317	389.1219512	72.18292683	181.9756098	1413.829268	346.9756098	60.52439024	712.7560976	106.3536585	256.9634146	64.40243902	164.304878	166.5853659	496.8414634	567.3170732	50.1097561	3644.243902	181.2439024	315.2317073	115.304878	64.52439024	1355.097561	106.804878	120.5121951	3018.963415	193.3414634	306.0609756	261.5121951	745.0487805	498.5853659	1474.414634	100.8780488	87.12195122	309.6463415	716.9878049	815.1829268	154.3780488	159.3414634	1946.731707	98.03658537	239.8902439	1080.95122	1270.756098	115.7317073	56.03658537	187.1707317	1719.195122	4.243902439	117.0609756	54.64634146	124.2439024	509.9390244	201.5121951
Shigellosis	1.421875	5.484375	0	491.765625	1.421875	17.0625	28.234375	8.90625	1098.296875	1117.1875	30.46875	409.875	19.09375	1099.3125	20.109375	16.046875	95.265625	1720.546875	3.046875	25.390625	169.203125	1373.5	234	867.28125	1.21875	0	0	1238.65625	3.046875	45.90625	124.921875	154.78125	87.34375	3834.59375	3.65625	584.1875	21.328125	0	71.90625	62.765625	0.15625	22.75	24.78125	1.421875	719.25	846.828125	7.515625	1.828125	43.46875	2.4375	522.3125	0	13	17.265625	39.609375	29.71875	217.578125	33.3125	63.578125	14.828125	69.65625	0	1383.890625	31.28125	41.640625	9.34375	135.953125	2230.34375	288.84375	16.3125	16.875	1081.90625	0	10.765625	1.421875	83.484375	2.84375	0	53.828125	145.125	16.046875	2.4375	654.265625	35.53125	7.109375	233.984375	0	107.25	1325.796875	1587.21875	30.46875	28.640625	1528.3125	656.296875	913.5	340.421875	1352.75	1167.171875	3.25	19.5	16.359375	3044.375	52.8125	428.390625	1.828125	4.875	4.265625	0	0	2.4375	120.484375	794.625	35.53125	4134.90625	56.265625	3.65625	1142.546875	4733.84375	32.734375	353.109375	0	35.109375	1875.71875	28.640625	7.3125	2.4375	4.875	0	29.453125	27.21875	42.25	10.765625	100.640625	2.84375	4844.421875	13.609375	79.71875	3.65625	19.703125	0	41.03125	10.5625	4429.140625	7.515625	11.984375	112.265625	163.484375	460.875	0	4.265625	39.8125	12.4375	409.78125	11.578125	14.21875	8.9375	2392.1875	2.4375	32.90625	0.3125	16.046875	24.140625	1.421875	6.5	2255.796875	1.625	15.03125	3.25	7.515625	507.6875	2.234375
