function	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
map00624	1.02439024390244	288.609756097561	0.48780487804878	53.1219512195122	33.4390243902439	79.4634146341463	0.926829268292683	27.8780487804878	47.1219512195122	28.1951219512195	4.92682926829268	37.0487804878049	0.439024390243902	2.63414634146341	457.707317073171	4.09756097560976	5.78048780487805	6.5609756097561	3.14634146341463	1.31707317073171	165.80487804878	30.2439024390244	10.1463414634146	174.80487804878	106.731707317073	103.390243902439	0	13.219512195122	1010.29268292683	986.341463414634	3.48780487804878	50.1463414634146	243.682926829268	2.65853658536585	15.4878048780488	0	0	0.439024390243902	22.219512195122	0.975609756097561	0	3.07317073170732	4.82926829268293	0	2.19512195121951	0.292682926829268	0	0	24.6341463414634	0.585365853658537	1.31707317073171	1519.21951219512	0	0.390243902439024	0.146341463414634	0	0	2.63414634146341	1.60975609756098	3.1219512195122	359.121951219512	40.9756097560976	1.60975609756098	3.80487804878049	0	3.63414634146341	1.90243902439024	0.682926829268293	1.31707317073171	0.585365853658537	26.390243902439	0	0	539.658536585366	0.658536585365854	0.926829268292683	6.82926829268293	272.19512195122	11.6585365853659	2.29268292682927	62.8292682926829	0	9.04878048780488	581.878048780488	794.731707317073	0	32.6829268292683	38.9756097560976	16.6829268292683	108.731707317073	98.6829268292683	0.829268292682927	1.85365853658537	0.829268292682927	28.1463414634146	503.024390243902	12.390243902439	0	37.1707317073171	0.926829268292683	19.9024390243902	0.975609756097561	0	126.048780487805	0	0.439024390243902	102.731707317073	1.07317073170732	0.975609756097561	5.21951219512195	1.17073170731707	5.46341463414634	0	2.90243902439024	0	4.14634146341463	21.9512195121951	0.439024390243902	74.9268292682927	30.219512195122	0	24.7317073170732	72.0975609756098	5.85365853658537	0	589.585365853659	1.39024390243902	0	1.26829268292683	0	29.8048780487805	230.121951219512	0.634146341463415	2	55.8536585365854	23.5609756097561	140.609756097561	27.1219512195122	0.731707317073171	372.09756097561	1.95121951219512	4.34146341463415	19.7560975609756	59.7073170731707	5.85365853658537	32.6829268292683	320.634146341463	21.1951219512195	1167.36585365854	1.07317073170732	9.48780487804878	29.5121951219512	0.585365853658537	441.292682926829	12.1707317073171	2.21951219512195	8.46341463414634	1.09756097560976	0	15.6341463414634	980.975609756098	3.68292682926829	0	10.390243902439	4.04878048780488	1.09756097560976	0.365853658536585	0.439024390243902	0.780487804878049	0.341463414634146	13.390243902439	Metabolism;Xenobiotics biodegradation and metabolism; Polycyclic aromatic hydrocarbon degradation
map00625	489.325581395349	862.604651162791	822.441860465116	1269.6511627907	2426.88372093023	1146.58139534884	764.651162790698	1513.67441860465	931.186046511628	1518.6511627907	474.093023255814	948.558139534884	609.813953488372	1537.88372093023	1725.37209302326	995.53488372093	1460.23255813953	1092	1387.48837209302	657.697674418605	967.139534883721	1028.79069767442	875.023255813953	1249.58139534884	1031.93023255814	1922.11627906977	852.372093023256	1931.18604651163	2545.3488372093	2714.6976744186	1195.39534883721	1996.18604651163	1993.58139534884	1258.90697674419	582.558139534884	700.372093023256	885.53488372093	766.441860465116	1034.6976744186	1319.88372093023	767.837209302326	1453.09302325581	924.883720930233	545.790697674419	1245.16279069767	556.046511627907	917.279069767442	924.232558139535	1724.6511627907	1419.76744186047	1466.18604651163	3321.27906976744	1040	1767.88372093023	854.395348837209	2761.74418604651	1116	1149.58139534884	1313.13953488372	609.372093023256	1442.16279069767	1406.27906976744	1017.6976744186	2041.37209302326	754.906976744186	1776.18604651163	2108.06976744186	2300.95348837209	1309.44186046512	842.720930232558	752.860465116279	661.116279069767	689.139534883721	1280.27906976744	915.837209302326	1028.11627906977	1098.11627906977	918	1601.90697674419	999.813953488372	1999.62790697674	999.720930232558	1643.11627906977	2367.46511627907	1924.6976744186	1884.6511627907	1657.18604651163	1790.58139534884	1393.76744186047	1354.97674418605	1914.51162790698	1889.67441860465	1043.06976744186	835.441860465116	1187.81395348837	1377.16279069767	1335.09302325581	951.139534883721	953	1762.86046511628	653.604651162791	1997.81395348837	823	1061.3023255814	660.093023255814	783.53488372093	1311.11627906977	704.511627906977	634.860465116279	683.953488372093	783.813953488372	818.651162790698	519.395348837209	1598.53488372093	1512.02325581395	789.06976744186	1145.11627906977	1565.51162790698	1182.86046511628	1264.83720930233	951.348837209302	968.790697674419	1176.3488372093	921.116279069767	1016.27906976744	1489.41860465116	656.953488372093	425.767441860465	612.651162790698	581.209302325581	2569.81395348837	983.116279069767	568.46511627907	755.976744186047	1721.46511627907	506.06976744186	736.511627906977	981.558139534884	789.627906976744	1799.60465116279	578.511627906977	562.232558139535	1518.23255813953	1674.93023255814	1108.6976744186	1161.09302325581	2154.76744186047	938.209302325581	2785.60465116279	1004.72093023256	1265.04651162791	618.674418604651	660.116279069767	1912.60465116279	1166.39534883721	602.441860465116	1128.41860465116	1040.46511627907	649.511627906977	1330.83720930233	2743.58139534884	703.744186046512	828.837209302326	628.488372093023	1292.62790697674	1468.20930232558	419.627906976744	875.860465116279	1315.41860465116	983.46511627907	792.976744186047	Metabolism;Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation
map00626	427.51724137931	1131.93103448276	898.931034482759	1183.31034482759	1855.31034482759	1177.41379310345	620.586206896552	1460.89655172414	1069.37931034483	2024.55172413793	518.862068965517	916.51724137931	515.379310344828	1536.62068965517	1889.31034482759	905.172413793103	1311.06896551724	1171.86206896552	1361.48275862069	582.965517241379	1205.96551724138	1260.1724137931	952.275862068965	1434.24137931034	1102.03448275862	2335.03448275862	869.034482758621	2433.89655172414	3351.10344827586	3435.89655172414	1054.62068965517	1595.24137931034	2162.89655172414	1667.51724137931	678.551724137931	665.068965517241	834.655172413793	826.275862068965	983.862068965517	1180.68965517241	689.655172413793	1175.65517241379	914.034482758621	553.310344827586	1370.1724137931	744.206896551724	929.827586206897	876.551724137931	1664.96551724138	1537.65517241379	1598.13793103448	3699	1100.96551724138	1342.58620689655	766.068965517241	2731.96551724138	1280.1724137931	1078.03448275862	1082.8275862069	778.551724137931	1720.62068965517	1360.89655172414	1115.34482758621	1833.79310344828	865.275862068965	1380.37931034483	2800.65517241379	2270.62068965517	1317.03448275862	778.448275862069	733.51724137931	808.965517241379	809.655172413793	1884.51724137931	828.724137931035	931.068965517241	1440.27586206897	1289.48275862069	2228.75862068966	1171.55172413793	1516.8275862069	909.586206896552	1319	3030.51724137931	2740.75862068966	1539.41379310345	1187.55172413793	1391.93103448276	1651.89655172414	1583.58620689655	1805.93103448276	1753.34482758621	1267.24137931034	1195.96551724138	1535.24137931034	1825.72413793103	1712.10344827586	1029.75862068966	1205.68965517241	1993.89655172414	775.586206896552	2361.58620689655	846.793103448276	1306.93103448276	751.068965517241	896.275862068965	1375.72413793103	706.172413793103	708.413793103448	708.241379310345	930.896551724138	981.655172413793	558.137931034483	2307.24137931034	1811.72413793103	701.206896551724	1253.31034482759	2212.48275862069	1209.1724137931	1337.58620689655	791.827586206897	920.655172413793	1327.34482758621	833.965517241379	807.48275862069	2034.1724137931	637.344827586207	445.068965517241	701.48275862069	516.48275862069	2317.65517241379	1308.27586206897	712.620689655172	783.413793103448	2517.75862068966	493.275862068966	721.206896551724	852.862068965517	800.862068965517	2531	543.620689655172	494.206896551724	1959.31034482759	1752.37931034483	1205.89655172414	1008.48275862069	2183.51724137931	1055.51724137931	4043.34482758621	788.275862068965	783.862068965517	744.551724137931	705.551724137931	2206.8275862069	910.137931034483	490.724137931034	1363.96551724138	796.758620689655	691.48275862069	1219.72413793103	3478.1724137931	734.655172413793	949.827586206897	612.172413793103	1793.20689655172	1794.55172413793	382.413793103448	648.724137931035	1545.8275862069	940.275862068965	689.586206896552	Metabolism;Xenobiotics biodegradation and metabolism; Naphthalene degradation
map00627	136.164383561644	818.164383561644	223.547945205479	351.041095890411	115.054794520548	434.095890410959	167.150684931507	411.931506849315	623.452054794521	447.493150684931	134.890410958904	344.849315068493	77.041095890411	727.479452054794	1339.41095890411	90.7123287671233	495.465753424658	681.438356164384	1081.09589041096	190.232876712329	564.630136986301	628.068493150685	254.808219178082	954.534246575342	549.72602739726	1086.2602739726	68.3972602739726	584.794520547945	3005.02739726027	2908.43835616438	178.219178082192	239.397260273973	1265.32876712329	1134.87671232877	165.054794520548	201.452054794521	90.1917808219178	258.452054794521	353.986301369863	320.821917808219	227.684931506849	58.9041095890411	328.164383561644	40.6575342465753	694.602739726027	272.767123287671	293.397260273973	236.986301369863	644.671232876712	174.684931506849	435.698630136986	3481.13698630137	289.109589041096	102.671232876712	144.520547945205	806.561643835616	188.767123287671	115.506849315068	127.013698630137	327.219178082192	1293.46575342466	482.86301369863	584.095890410959	403.191780821918	263.712328767123	181.671232876712	252.794520547945	1382	518.72602739726	193.27397260274	196.41095890411	482.876712328767	100.86301369863	1422.7397260274	459.369863013699	231.27397260274	140.657534246575	743.767123287671	131.58904109589	216.356164383562	436.671232876712	278.972602739726	554.424657534247	1737.56164383562	2251.58904109589	286.547945205479	382.027397260274	616.342465753425	553.232876712329	996.630136986301	496.917808219178	188.246575342466	696.890410958904	278.86301369863	555.164383561644	1570.61643835616	1042.42465753425	631.808219178082	181.397260273973	574.287671232877	221.123287671233	1340.95890410959	221.58904109589	617.054794520548	55.8767123287671	290.890410958904	623.452054794521	125.684931506849	146.849315068493	82.7397260273973	186.520547945205	379.438356164384	52.7671232876712	1622.53424657534	307.575342465753	315.27397260274	554.657534246575	1588.78082191781	428.27397260274	280.41095890411	95.9041095890411	203	814.054794520548	177.178082191781	90.0821917808219	1153.27397260274	79.4383561643836	107.328767123288	156.849315068493	89.2739726027397	148.616438356164	774.438356164384	184.082191780822	114.27397260274	1857.60273972603	171.72602739726	509.287671232877	152.72602739726	84.7534246575343	1725.57534246575	124.287671232877	124.547945205479	1393.52054794521	241.739726027397	308.616438356164	210.328767123288	1125.27397260274	329.684931506849	3209.31506849315	108.808219178082	244.575342465753	184.72602739726	302.383561643836	1568.35616438356	366.013698630137	254.315068493151	992.397260273973	145.876712328767	109.095890410959	727.561643835616	2872.06849315068	204.356164383562	149.164383561644	125.465753424658	933.465753424658	359.821917808219	94.4383561643836	85.2876712328767	263.86301369863	228.369863013699	238.821917808219	Metabolism;Xenobiotics biodegradation and metabolism; Aminobenzoate degradation
map00630	1616.07	4135.6	2539.68	3992.9	4074.76	3575.75	1857.89	3548.76	4325.51	6001.29	3572.07	3031.28	3238.75	4582.52	6287.35	3886.23	3191.09	5571.03	3243.52	4457.83	4851.98	6217.06	3969.53	5904.51	4363.63	5026.76	2122.57	5681.03	10292.48	10045.22	4008.1	3907.03	6198.98	8353.36	2828.66	2782.17	1662.76	2043.57	2123.45	3070.23	1931.53	2313.46	2467.04	2155.58	4070.14	3461.36	2120.54	1950.72	3898.75	3419.78	3713.45	11097.99	3852.73	3513.82	2681.54	4893.64	3609.46	2585.23	2921.03	1994.17	5641.81	4947.93	4826.83	3499.39	3498.54	3188.93	4178.61	8617.02	3485.17	2356.09	2861.36	4602.46	3521.37	6729.26	1036.19	3567.5	2363.18	5712.29	3312.45	4144.15	4590.4	4774.72	5174.72	9215.43	9365.05	4306.34	4120.6	5545.35	4630.38	6212.33	4925.65	3930.09	5933.66	6389.14	7088.11	7419.57	4833.06	4705.22	6752.51	3048.04	2691.13	9066.33	3482.86	4852.58	3161.93	3462.52	4614.54	3106.48	2454.93	3002.03	3203.77	3901.4	2615.96	10465.25	4683.6	3124.37	4568.02	10496.9	3662.7	3205.44	2356.06	3278.8	5927.56	3071.72	2597.76	6179.61	2637.77	2171.89	2143.28	2789.72	4519.74	4544.09	2802.13	3893.88	11182.39	2645.71	3250.35	2705.28	2764.25	6563.1	2239.04	2094.66	9797.73	5724.25	4746.82	3232.45	6047.19	4718.49	9932.2	2874.68	3812.38	2888.46	2810.08	5423.73	3486.23	2084.69	5844.02	2912.28	2378.02	3521.08	9499.06	2557.18	2356.49	2354.64	6190.8	1198.28	1907.6	1991.82	2725.44	3593.19	2325.07	Metabolism;Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism
map00633	659.052631578947	1638.36842105263	568.052631578947	1973.63157894737	1512.84210526316	1420.47368421053	699.368421052632	1240.78947368421	3527.31578947368	2683.94736842105	736.736842105263	1769.94736842105	881.421052631579	2678.15789473684	2355.47368421053	1610.89473684211	563.473684210526	3713.26315789474	15.2631578947368	1054.26315789474	2881.10526315789	3377.89473684211	1191	3358.21052631579	2085.63157894737	2472.05263157895	465.052631578947	3573.68421052632	4399.47368421053	4817.63157894737	1692.42105263158	1649.26315789474	3022.78947368421	7442.31578947368	818.421052631579	1456.31578947368	440.894736842105	1128.78947368421	501.052631578947	1639.84210526316	696.842105263158	798.578947368421	758.842105263158	738	2654.94736842105	2931.26315789474	742.315789473684	12.6315789473684	867.368421052632	1336.78947368421	1892.36842105263	4507.1052631579	2987.05263157895	1412.89473684211	783.789473684211	403.684210526316	1767.15789473684	704.631578947368	1216.21052631579	121.894736842105	2709.21052631579	4401.42105263158	3389.84210526316	547.473684210526	2263.84210526316	1599	1960.73684210526	9012.73684210526	1382.15789473684	984.157894736842	1034.84210526316	3021.73684210526	1616.89473684211	3382.78947368421	21.7894736842105	920.684210526316	789.894736842105	3479.05263157895	400.421052631579	957.578947368421	1806.84210526316	455	6106.36842105263	4712.94736842105	3518.84210526316	1926.57894736842	1232.68421052632	1841.52631578947	3507.52631578947	4366	2263.15789473684	1575.31578947368	4506.63157894737	5260.78947368421	5857.57894736842	3457	3957.31578947368	2698.94736842105	4304.63157894737	55.1578947368421	921.368421052632	7880.42105263158	1484.84210526316	2193.10526315789	985.368421052632	1098.94736842105	2263.47368421053	1024.36842105263	861.157894736842	1134.57894736842	1062.63157894737	2066.68421052632	594.684210526316	9372.63157894737	1277.52631578947	682.578947368421	3135.84210526316	10005.5789473684	2370.21052631579	1391.31578947368	884.684210526316	1086	4671.05263157895	954.894736842105	746.473684210526	2258.42105263158	843.263157894737	454.421052631579	822.315789473684	1126.05263157895	1363.68421052632	1810.94736842105	630.526315789474	495.789473684211	10630.2105263158	585.578947368421	942.315789473684	884.263157894737	580.473684210526	3929.78947368421	644.789473684211	556	9413.05263157895	1789.31578947368	1228.15789473684	1508.05263157895	3228.21052631579	1536.47368421053	4791.15789473684	818.421052631579	915.157894736842	915.578947368421	1087.21052631579	3343.47368421053	1872.89473684211	1027.26315789474	6297.73684210526	892.578947368421	705.473684210526	3583.63157894737	4100.63157894737	546.315789473684	1798.47368421053	702.052631578947	5303.1052631579	13.3684210526316	590.947368421053	677.315789473684	911.631578947368	1976.63157894737	1285.15789473684	Metabolism;Xenobiotics biodegradation and metabolism; Nitrotoluene degradation
map00640	1396.66990291262	3567.90291262136	2040.40776699029	3304.44660194175	3630.17475728155	2940.3786407767	1674.56310679612	3302.66019417476	3782.95145631068	4460.33009708738	2524.61165048544	2656.44660194175	2469.49514563107	3674.98058252427	5767.6213592233	2558.99029126214	3223.59223300971	4139.79611650485	3650.29126213592	3341.22330097087	4433.11650485437	4576.74757281553	2916.12621359223	4793.16504854369	3588.41747572816	4702.81553398058	1721.2427184466	4612.49514563107	9542.80582524272	9796.2427184466	2859.70873786408	3521.27184466019	5661.52427184466	6373.92233009709	2193.4854368932	2114.50485436893	1464.33980582524	1652.45631067961	1873.59223300971	2804.97087378641	1631.54368932039	2022.78640776699	1921.44660194175	1693.25242718447	3283.42718446602	2226.79611650485	1800.45631067961	1733.22330097087	3373.6213592233	2812.63106796117	3430.95145631068	10684.0388349515	3462.64077669903	2888.1067961165	2123.66990291262	4106.09708737864	2750.70873786408	2143.60194174757	2390.96116504854	1467.67961165049	5058.09708737864	4670.52427184466	3870.4854368932	2952.4854368932	2758.85436893204	2880.99029126214	3490.27184466019	6261.14563106796	2600.91262135922	2119.66019417476	2372.71844660194	3334.35922330097	2140.91262135922	5673.57281553398	2042.17475728155	2822.98058252427	1820.57281553398	4032.80582524272	2555.69902912621	3285.53398058252	3965.31067961165	3319.05825242718	4808.1067961165	7367.70873786408	8480.30097087379	3522.30097087379	3207.81553398058	4389.95145631068	3899.29126213592	4961.00970873786	4186.67961165049	3361.56310679612	4991.16504854369	3654.94174757282	4579.15533980582	6794.67961165049	4308.18446601942	4017.14563106796	3921.1359223301	2589.21359223301	2245.84466019417	7164.33980582524	2802.88349514563	3956.95145631068	2438.03883495146	2637.91262135922	3817.87378640777	2461.18446601942	2072.55339805825	2200.23300970874	2430.25242718447	2971.8932038835	1907	8065.93203883495	3804.39805825243	2301.93203883495	3572.72815533981	8068.85436893204	3430.50485436893	2671.09708737864	2031.58252427184	2612.09708737864	4721.90291262136	2421.33980582524	2036.56310679612	5729.33009708738	2036.8640776699	1592.1067961165	1927.16504854369	1892.25242718447	3916.22330097087	3932.56310679612	1956.81553398058	2691.4854368932	8718.93203883495	1945.06796116505	2582.38834951456	2231.94174757282	2141.91262135922	6102.94174757282	1797.30097087379	1685.99029126214	7593.71844660194	4531.90291262136	3507.55339805825	2674.82524271845	5546.07766990291	3590.2427184466	9975.72815533981	2295.39805825243	2786.45631067961	2190.68932038835	2026.28155339806	5616.18446601942	3175.55339805825	2163.98058252427	5000.97087378641	2441.18446601942	1784.35922330097	3633.56310679612	8900.6213592233	1942.93203883495	2137.01941747573	1772.66019417476	4866.4854368932	1909.20388349515	1522.35922330097	1621.04854368932	2560.53398058252	2899.49514563107	2021.18446601942	Metabolism;Carbohydrate metabolism; Propanoate metabolism
map00642	39.5	1287.75	1.25	570.125	114.375	352.375	32.1875	140.1875	938.0625	815.5625	55.3125	408.0625	18.25	698	1791.875	23.5	82.75	1153.75	10	66.5625	700.375	1111.5	201.9375	1441.375	420.625	1284.5625	13.5	822.75	3819.6875	3305.25	149.25	300.25	1535.3125	2379.5625	193.9375	359.625	18.125	7.6875	158.6875	99.5	12.75	23.5	39.625	6.5625	815.0625	529	36.3125	1.125	110.8125	13.1875	376.6875	3304.6875	24.625	24.5	29.75	101.5625	175.875	36.75	45.5	24.1875	1532.4375	127.3125	862	39.375	35.5	16.5625	113.5	1528.125	191.9375	23.0625	112.8125	772.375	10.875	2289.1875	2	101	39.3125	1046.25	86.875	104.1875	227.5	37.75	440.4375	1829.75	3384.9375	212	160.1875	372.875	921.875	1579.1875	336.375	38.3125	1106.1875	539.75	793.9375	2191.75	1038.625	737.9375	157.5625	15.5625	90.1875	2491.75	38.625	809.5	7.875	306.8125	716.9375	3.8125	4.9375	19.25	85.5	527.625	33.875	3118	50.125	20.125	964.1875	3259.375	471.625	430.4375	13.125	122.5625	1386	135.6875	12.25	1859.8125	7.75	13.25	22.3125	20.9375	133.4375	977.75	68.9375	26.125	3777.375	101.4375	346.4375	129.125	19.25	2256.875	38.125	26.375	2810.1875	236.6875	104.6875	202.6875	1350.75	484.5625	2991.375	13.125	56.625	120.75	296.5	1350.5625	34.25	14.75	1672.25	11.625	23.375	566.875	3176.8125	32.3125	1.375	38	1716.625	5.125	18.5	10.8125	9.75	338.75	167.375	Metabolism;Xenobiotics biodegradation and metabolism; Ethylbenzene degradation
map00643	143.92	703.52	287.36	182.56	122.04	312.6	175.92	378.44	284.72	125.52	64.2	167.84	96.32	550.8	1203	57.72	484.36	671.48	2108.96	178.8	411.32	194.32	112.04	822.32	401.96	521.16	69.76	232.68	2671.28	2319.24	188.64	140.2	1028.52	104.44	68.12	21.12	33.52	378.08	445.84	298.32	217.6	67.72	430.96	26.24	402.8	61.72	375.92	65.8	754.68	142.68	131.96	3269.92	144.88	65.16	134.68	1142.92	130.24	58.32	138.84	162.8	999.28	371.8	168.08	622.6	277.28	139.16	144.8	814.04	584.56	145.08	139.96	122.88	72.56	1084.96	241.76	203.92	144.24	679.04	160.56	268.56	679.6	686	211.48	1531.2	1725.32	91.84	379.16	902	84.6	717.64	282.52	174.6	130.32	89.32	254.76	1284.08	357.48	240.4	176.76	828.68	176.44	247.16	99.24	502.08	37	73.12	513.12	100.64	97.72	44.76	72.84	65.6	33.28	226.96	293.04	305.52	100.32	151.76	182.56	110.56	77.8	169.48	334.92	69.84	66.04	915.08	77.92	44.08	190.96	90.76	113.64	545.96	27.92	61.6	307	94.44	467.8	123.6	84.44	740.56	103.92	93.32	273.68	203.2	553.68	110.8	799.88	191.64	1925.72	66.44	615.24	89.84	134.44	1358.28	411.6	379.2	206.32	160.32	14.12	331.24	2566.36	181.72	53.36	96.16	193.04	111.56	70.72	60.48	189.24	67.72	161.04	Metabolism;Xenobiotics biodegradation and metabolism; Styrene degradation
map00650	1512.80434782609	4004.21739130435	2268.23913043478	3473.29347826087	3073.85869565217	3370.38043478261	1692.07608695652	3241.01086956522	4001.59782608696	4794.64130434783	2547.5652173913	2766.66304347826	2515.22826086957	4003.09782608696	6410.23913043478	2628.65217391304	2961.40217391304	5236.09782608696	3095.44565217391	3588.23913043478	4966.67391304348	5298.17391304348	3293.20652173913	5757.04347826087	3873.16304347826	5612.57608695652	1731.88043478261	4828.26086956522	11634.4565217391	11389.8260869565	3452.51086956522	3144.84782608696	6529.02173913043	7573.88043478261	2484.10869565217	2320.13043478261	1320.01086956522	1557.71739130435	2019.27173913043	2843.82608695652	1526.03260869565	1641.6847826087	2031.29347826087	1879.8152173913	3543.35869565217	2369.86956521739	1773.65217391304	1281.86956521739	3591.1847826087	3118.26086956522	3438.52173913043	10975.1304347826	3556.71739130435	2660.95652173913	2300.98913043478	4039.5	2729.32608695652	2030.94565217391	2361.76086956522	2134.86956521739	6115.34782608696	4708.85869565217	4250.07608695652	2797.3152173913	2835.21739130435	2676.02173913043	3406.32608695652	7331.96739130435	2656.47826086957	2147.23913043478	2682.88043478261	4127.58695652174	2341.83695652174	6005.65217391304	1502.32608695652	3126.84782608696	1681.57608695652	4156.5652173913	2461.6847826087	3233.23913043478	3984.45652173913	3684.23913043478	5755.45652173913	8187.13043478261	10121.4891304348	3308.1847826087	3381.5652173913	4958.63043478261	4020.98913043478	6102.96739130435	4227.67391304348	3559.4347826087	5259.61956521739	3619.5652173913	4788.03260869565	7423.21739130435	5321.90217391304	4088.80434782609	3770.71739130435	2529.03260869565	2532.35869565217	7984.9347826087	3151.03260869565	4531.02173913043	2811.44565217391	3242.1847826087	4732.60869565217	2793.45652173913	2419.17391304348	2444.5	2886.64130434783	3468.94565217391	2121.85869565217	9401.27173913043	3933.33695652174	2918.08695652174	4011.80434782609	9510.20652173913	3666.14130434783	2864.63043478261	2043.02173913043	2795.35869565217	5296.86956521739	2684.84782608696	1999.77173913043	6882.40217391304	2319.13043478261	1937.67391304348	2153.32608695652	2155.89130434783	3359.22826086957	4747.70652173913	2432.95652173913	2945.91304347826	10232.7282608696	2334.07608695652	2771.30434782609	2261.90217391304	2296.80434782609	8102.90217391304	1918.77173913043	1894.26086956522	9038.39130434783	5172.83695652174	4244.90217391304	2698.88043478261	5977.89130434783	3742.52173913043	12564.9565217391	2427.26086956522	3567.15217391304	2577.6847826087	2471.11956521739	6443.73913043478	3386.44565217391	2367.57608695652	5858.13043478261	2504.05434782609	1975.26086956522	4653.03260869565	10510.4891304348	2176.76086956522	2096.09782608696	2080.17391304348	5494.11956521739	2022.98913043478	1693.70652173913	1553.92391304348	2455.33695652174	3217.33695652174	2268.63043478261	Metabolism;Carbohydrate metabolism; Butanoate metabolism
map00660	2336.8275862069	5201.86206896552	3748	5293.13793103448	5904.51724137931	4811.72413793103	2580.96551724138	5022.72413793103	5609.27586206897	7463.37931034483	3311.72413793103	4307.51724137931	3557.8275862069	7386.75862068965	7998.96551724138	4736.96551724138	4926.93103448276	7122.24137931035	2972.65517241379	5344.58620689655	6867.48275862069	7289.68965517241	4965.62068965517	7346.93103448276	6089.13793103448	7940.03448275862	2966.93103448276	8297.96551724138	13727.8965517241	12824.5517241379	5476.72413793103	5795.31034482759	8258.8275862069	11127.3448275862	3246.55172413793	3791.24137931034	2795.96551724138	3519.72413793103	3667.34482758621	5293.1724137931	3006.58620689655	3502.86206896552	3765.55172413793	2740.48275862069	5444.55172413793	4528.62068965517	3645.44827586207	3810.06896551724	6541	5766.1724137931	6095.37931034483	14125.275862069	5743.58620689655	4589.62068965517	3799.8275862069	9938.03448275862	5171.48275862069	3822.03448275862	3736.86206896552	3252.93103448276	7446.20689655172	7563.65517241379	6785.86206896552	6091.68965517241	5262	4682.55172413793	7316.13793103448	10467.6896551724	5616.1724137931	3706.44827586207	3824.51724137931	5709.06896551724	4088.48275862069	8607.55172413793	390.275862068966	4678.31034482759	3842.51724137931	7025.96551724138	5249.03448275862	5426.34482758621	5742.03448275862	4988.86206896552	9154.24137931034	11879.275862069	12069.7586206897	5456.44827586207	5487	5961.89655172414	6902.68965517241	8067.48275862069	6573.62068965517	7347	7370.8275862069	7716.51724137931	8459.93103448276	9135.79310344828	5680.62068965517	5705.31034482759	7759.8275862069	5629.1724137931	4087.89655172414	11036.6206896552	5140.68965517241	5765.68965517241	4080	5116.86206896552	6193.31034482759	3891.75862068966	3363.93103448276	3866.72413793103	4764.72413793103	5385.13793103448	2992.72413793103	13226.4827586207	6338.34482758621	5059.72413793103	6062.06896551724	13466.6551724138	5030.8275862069	4681.13793103448	3430.58620689655	4121.8275862069	7526	4405.44827586207	3202.96551724138	8640.93103448276	3405.62068965517	3040.86206896552	3140.72413793103	3397.96551724138	6871.62068965517	6009.93103448276	4345.24137931035	4124.96551724138	14074.6896551724	3292.10344827586	3886	3545.41379310345	3502.55172413793	9782.06896551724	2998.96551724138	2857.65517241379	13398.6551724138	7268.41379310345	5688.03448275862	4271.48275862069	7748.72413793103	5400.51724137931	13786.9655172414	3801.8275862069	4935.68965517241	3957.10344827586	4082	5831.72413793103	5238.34482758621	3325.62068965517	7351.34482758621	3924.27586206897	3413.31034482759	5196.68965517241	11433.1034482759	3828.48275862069	3621.48275862069	3242.62068965517	8003.93103448276	2002.48275862069	2643	2632.06896551724	4692.72413793103	4790.31034482759	3638.03448275862	Metabolism;Carbohydrate metabolism; C5-Branched dibasic acid metabolism
