function	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
map01501	1030.15178571429	2578.90178571429	1056.28571428571	2555.41071428571	3364.57142857143	2204.67857142857	1355.20535714286	2019.375	2604.26785714286	3702.9375	1973.35714285714	1851.51785714286	1820.25	2570.21428571429	3967.67857142857	2761.07142857143	1603.73214285714	3183	2299.40178571429	2446.44642857143	2895.38392857143	3559.51785714286	2373.49107142857	3447.99107142857	2656.52678571429	3507.48214285714	1334.92857142857	3574.71428571429	5990.67857142857	5831.46428571429	2426.60714285714	3092.49107142857	3702.54464285714	4904.46428571429	1528.9375	1754.64285714286	1207.4375	1274.83928571429	1150.58928571429	1994.4375	1136.6875	1897.58928571429	1352.63392857143	1104.40178571429	2080.78571428571	2488.75892857143	1057.54464285714	1032.23214285714	1958.75	1591.52678571429	2143.85714285714	5776.03571428571	2007.32142857143	2621.66071428571	1583.32142857143	2127.35714285714	2398.34821428571	1642.99107142857	2026.91964285714	1182.73214285714	3426.41964285714	2220.625	2970.0625	2002.66071428571	2232.07142857143	2358.73214285714	2673.58928571429	4562.60714285714	1918.35714285714	1397.08928571429	1546.54464285714	2550.86607142857	2505.86607142857	4471.36607142857	1515.95535714286	2061.70535714286	1626.90178571429	4282.57142857143	2076.25	2424.30357142857	3010.77678571429	2685.13392857143	2612.0625	6023.73214285714	5102.45535714286	2977.75	2918.84821428571	3564.09821428571	2870.97321428571	3558.78571428571	3524.52678571429	2356.8125	3466.08928571429	4887.84821428571	5155.34821428571	4477.28571428571	3057.71428571429	3041.04464285714	5317.23214285714	1398.22321428571	1512.98214285714	5247.34821428571	1841.75	2346.88392857143	1500.59821428571	1906.47321428571	2557.6875	1629.08035714286	1448.00892857143	1814.32142857143	1580.32142857143	2092.99107142857	1418.40178571429	5812.66964285714	3017.24107142857	1709.70535714286	2856.39285714286	5900.17857142857	2307.08035714286	1781.58928571429	1492.16071428571	2002.69642857143	3508.72321428571	1872.08035714286	1645.75	3541.96428571429	1420.20535714286	992.642857142857	1276.83035714286	1824.77678571429	3550.08928571429	2437.58928571429	1444.27678571429	2102.85714285714	6335.76785714286	1395.47321428571	1686.94642857143	1724.53571428571	1505.24107142857	4292.16071428571	1238.25	1156.25892857143	5912.97321428571	3003.47321428571	2724.27678571429	2155.61607142857	4069.08035714286	2633.44642857143	5875.28571428571	1860.59821428571	2172.80357142857	1463.47321428571	1585.78571428571	3082.04464285714	2101.58035714286	1177.74107142857	3653.01785714286	1984.41071428571	1368.66071428571	2880.47321428571	4892.04464285714	1234.04464285714	1045.86607142857	1299.10714285714	3483.8125	1366.59821428571	1063.9375	1349.28571428571	1724.38392857143	2165.86607142857	1426.26785714286	Human Diseases;Drug resistance: antimicrobial; beta-Lactam resistance
map01502	3836.04761904762	4821.66666666667	5719.85714285714	7582.61904761905	11336.1428571429	7269.85714285714	4979.57142857143	8385.42857142857	7740.85714285714	7795.14285714286	4237.19047619048	6144.85714285714	5229.95238095238	7686.47619047619	8678	7178.71428571429	8440.09523809524	7359.47619047619	12775.7142857143	6936	6735.47619047619	7825.90476190476	7107.52380952381	7105.38095238095	8556.90476190476	8342	4519.14285714286	9685.14285714286	10480.2857142857	10636.7619047619	8527.14285714286	9904.71428571429	9151.04761904762	9687	4850.33333333333	4910.66666666667	4447.47619047619	4538.2380952381	4284.33333333333	7960.66666666667	4484.85714285714	6471.33333333333	5084.85714285714	5107.7619047619	5494.80952380952	4914	4583	4300.85714285714	8448.04761904762	7410.38095238095	7822.57142857143	9229.38095238095	9144.71428571429	9371.85714285714	6371.28571428571	9567	7412.19047619048	6268.2380952381	7158.38095238095	5076	8328.33333333333	11822.7619047619	8186	7917.47619047619	7167.90476190476	8281.33333333333	9241.66666666667	12962	6498.66666666667	6171	6649.47619047619	6486.66666666667	6033.52380952381	7346.61904761905	3623.28571428571	7523.28571428571	5177.33333333333	7833.38095238095	5671.95238095238	6506.66666666667	10289.1428571429	6446.61904761905	9764.52380952381	11763	8581.90476190476	10321	10329.0952380952	10334.8095238095	7557	7799.19047619048	10248	9289.2380952381	11092.5714285714	9397.28571428571	10764.6666666667	7821.38095238095	9236.90476190476	6569.52380952381	10712.5238095238	5905.95238095238	6784.85714285714	10813.8095238095	9022.04761904762	6599.19047619048	7385.04761904762	7422.28571428571	8406.66666666667	6788.52380952381	5914.14285714286	6058.95238095238	7206.66666666667	6997.38095238095	4791.71428571429	11144.1428571429	8716.57142857143	7530.47619047619	7264	10794.0952380952	7393.66666666667	5485.04761904762	6304.42857142857	6844.7619047619	7439.28571428571	7244.33333333333	6130.85714285714	6349.80952380952	6237.28571428571	5258	5245.61904761905	6135.66666666667	11762.0476190476	7007.52380952381	6982.42857142857	6721.85714285714	10436.7142857143	5354.57142857143	4787.90476190476	6092.52380952381	5695.47619047619	7642	4708.28571428571	5073.28571428571	10688.619047619	12584.0476190476	8339.04761904762	7377.85714285714	10095.8095238095	6024.47619047619	8845.47619047619	7199.04761904762	7582.09523809524	6513.19047619048	5827.28571428571	7934.47619047619	8914.14285714286	5515.80952380952	7771.14285714286	7436.33333333333	5622	8033.47619047619	8275.61904761905	5297.47619047619	5618.47619047619	5643.19047619048	6931.57142857143	4347.80952380952	4272.14285714286	4919.04761904762	6450.85714285714	7569.33333333333	5393.47619047619	Human Diseases;Drug resistance: antimicrobial; Vancomycin resistance
map01503	886.888888888889	5479.7962962963	1083.83333333333	4102.46296296296	2086.59259259259	3263.07407407407	958.12962962963	1523.64814814815	6157.01851851852	7194.35185185185	3141.07407407407	3258.38888888889	2652.96296296296	4991.7962962963	7984.94444444444	2908.44444444444	1257.09259259259	7897.83333333333	3532.07407407407	3620.16666666667	4776.85185185185	8401.03703703704	3501.18518518519	8409.98148148148	3698.25925925926	8157.35185185185	1097.11111111111	6135.40740740741	16226.8333333333	15567.7037037037	2725.74074074074	2815.61111111111	8618.87037037037	14631.1296296296	2531.5	3163.88888888889	867.037037037037	993.722222222222	1188.51851851852	2048.90740740741	712.722222222222	949.222222222222	1152.74074074074	1212.83333333333	5074.33333333333	4270.11111111111	693.574074074074	416.185185185185	1809.85185185185	1380.09259259259	3128.94444444444	18357.3333333333	2711.38888888889	1214.64814814815	1405.57407407407	1386.87037037037	2403.05555555556	1375.2037037037	1395.59259259259	1716.03703703704	8223.51851851852	2989.7037037037	6124.77777777778	1112.66666666667	2148.48148148148	1827.66666666667	1721.74074074074	11152.9444444444	2156.14814814815	1438.85185185185	1834.07407407407	5878.25925925926	2561.01851851852	9293.66666666667	1514.31481481481	2354.42592592593	1015.98148148148	5899.25925925926	1742.35185185185	3228	2158.57407407407	3793.72222222222	4143.59259259259	10857.6851851852	14132.2592592593	2225.22222222222	1964.11111111111	3457.11111111111	5874.27777777778	9312.2962962963	3738.38888888889	1442.59259259259	7950.09259259259	6194.18518518519	7549.87037037037	10949.8148148148	7863.2962962963	6180.87037037037	5045.57407407407	647.37037037037	1986.01851851852	14811.8518518519	2167.03703703704	5604.09259259259	1767.83333333333	3340.85185185185	5126.38888888889	2075.94444444444	1610.53703703704	1958.7962962963	2089.59259259259	4330.53703703704	1953.75925925926	18560.2777777778	3865.40740740741	2110.42592592593	6295.66666666667	19174.962962963	4035.7037037037	2831.42592592593	1226.66666666667	2484.38888888889	8788.59259259259	2215.59259259259	1063.51851851852	8937.62962962963	1411.64814814815	1288.96296296296	1641.55555555556	1847.61111111111	2266.05555555556	5576.61111111111	1977.03703703704	2931.72222222222	21142.1666666667	2030.75925925926	3200.46296296296	1674.72222222222	1822.94444444444	12978.8518518519	1502.07407407407	1282.62962962963	17532.7222222222	3319.85185185185	2839.22222222222	2184.14814814815	7150.85185185185	5306.22222222222	17452.7407407407	1706.40740740741	2351.7962962963	2023.14814814815	2802.16666666667	8383.46296296296	2084.55555555556	1544.53703703704	10889.5	1427.81481481481	1558.2962962963	5248.07407407407	14401.4259259259	1545.09259259259	1171.59259259259	1401.59259259259	10171.3703703704	1529.40740740741	1266.16666666667	795.648148148148	1530.90740740741	3388.68518518519	2013.74074074074	Human Diseases;Drug resistance: antimicrobial; Cationic antimicrobial peptide (CAMP) resistance
map01521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119402985074627	0.0447761194029851	19.3134328358209	0	0.194029850746269	0	0	2.41791044776119	0	0	0.0597014925373134	0	0	0	0	0	1.2089552238806	0	0	0	0	0	0	0	0	0	0	0	0	1.01492537313433	0	0	0	3.49253731343284	0.0746268656716418	0	0	0	0	0	0	0	0	0	0	0	0.641791044776119	0.388059701492537	0	38.5970149253731	0	0	0	0	0	0	0	0	0	0	0	0	1.82089552238806	0	0	156.910447761194	0	3.02985074626866	5.19402985074627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0597014925373134	0	0	0	0	0	0	0	5.19402985074627	0	0	0	0	0	0.194029850746269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0746268656716418	0	0.313432835820896	0.388059701492537	0	0	0	0	1.53731343283582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447761194029851	0	0.940298507462687	0	0	0	0	0	0.17910447761194	0	0	0	1.7910447761194	0	0	0.82089552238806	Human Diseases;Drug resistance: antineoplastic; EGFR tyrosine kinase inhibitor resistance
map01523	1742.11538461538	2783.26923076923	3230.84615384615	3180.80769230769	3358.92307692308	3418.61538461538	1847.38461538462	3938.42307692308	3378.73076923077	5585.38461538462	3605.07692307692	2638.34615384615	3402.69230769231	4465.15384615385	4337.73076923077	3781.38461538462	4357.26923076923	3885.5	5801.42307692308	4506.38461538462	4158.15384615385	4717.26923076923	3769.61538461538	4201.76923076923	4421.96153846154	4469.03846153846	2199.11538461538	5482.76923076923	5981.42307692308	6071.38461538462	3727.57692307692	3308.26923076923	4881.76923076923	5236.23076923077	2548.11538461538	2434.19230769231	1844.03846153846	2734.19230769231	2604.88461538462	3359.19230769231	2387.30769230769	2105.69230769231	3012.42307692308	2294.30769230769	3107.57692307692	2749.23076923077	2834.80769230769	3117.84615384615	4787.80769230769	4219.15384615385	4117.76923076923	5215.84615384615	4329.88461538462	3071.46153846154	2854.30769230769	7513.53846153846	3804.23076923077	2711.65384615385	2626.07692307692	3276.42307692308	4562.96153846154	5091.88461538462	4022.5	4353.19230769231	3994.61538461538	3326.23076923077	5398.92307692308	5246.53846153846	4245.84615384615	2640.61538461538	2914.46153846154	3367.42307692308	3617.30769230769	4875.76923076923	1868.53846153846	3669.80769230769	3087.73076923077	4587.88461538462	4249	4547.88461538462	4018.34615384615	4803.34615384615	4609.5	6791.07692307692	5592.76923076923	3611.23076923077	3921.42307692308	4578.73076923077	3915.76923076923	4147.88461538462	4486.76923076923	5220.03846153846	4754.76923076923	5388.61538461538	5776.80769230769	4713.57692307692	3989.88461538462	4185.84615384615	6338.65384615385	4691.03846153846	3200.69230769231	5005.26923076923	3842.03846153846	3730.38461538462	3408.07692307692	3553.92307692308	3738.23076923077	3263.92307692308	2905.03846153846	3053.88461538462	3668.92307692308	3541.96153846154	2577.15384615385	6080	5816.61538461538	4044.19230769231	3243.15384615385	5891.88461538462	3129.34615384615	2839.03846153846	2405.73076923077	3233.07692307692	3928.88461538462	3207.03846153846	2544.80769230769	3463.03846153846	2770.15384615385	2534.15384615385	2612.76923076923	3156.84615384615	4277.69230769231	3705.5	3377.5	4116.19230769231	5925.84615384615	2908.84615384615	2666.84615384615	2547.07692307692	2932.57692307692	3969.30769230769	2436.34615384615	2300	5954.73076923077	5598.15384615385	4588.73076923077	2913.69230769231	4221	4234.03846153846	5024.42307692308	3091.65384615385	4857.30769230769	3112.38461538462	2846.53846153846	3766.34615384615	3899.15384615385	2700.69230769231	3768.26923076923	2904.65384615385	2668.11538461538	4144.96153846154	5331.03846153846	3278.84615384615	2576.65384615385	2562.11538461538	4017.23076923077	2644.69230769231	2108.19230769231	1868.15384615385	3711.92307692308	3319.5	2303.76923076923	Human Diseases;Drug resistance: antineoplastic; Antifolate resistance
map01524	193.577777777778	1329.26666666667	414.466666666667	818.777777777778	709.844444444444	617.4	272.155555555556	623.844444444444	1059.42222222222	952.911111111111	138.533333333333	571.955555555556	73.8666666666667	935.444444444444	1846.28888888889	179.955555555556	619.844444444444	1260.44444444444	600.733333333333	218.933333333333	1087.24444444444	1094.28888888889	430.733333333333	1454.06666666667	676.666666666667	1571.46666666667	210.377777777778	1195.08888888889	3876.17777777778	3720.2	418.2	728.088888888889	1793.73333333333	2294.33333333333	342	476.488888888889	201.466666666667	217.911111111111	374.266666666667	293.933333333333	257.977777777778	373.777777777778	303.155555555556	269.6	853.377777777778	509.022222222222	307.555555555556	373.311111111111	608.555555555556	387.355555555556	736.4	3506.2	226.911111111111	441.644444444444	293.177777777778	923.222222222222	427.066666666667	369.955555555556	419.044444444444	233.155555555556	1714.84444444444	492.488888888889	1019.71111111111	601	217	448.222222222222	854.133333333333	1937	539.377777777778	261.444444444444	427.555555555556	871.177777777778	103.8	2202.64444444444	349.177777777778	332.844444444444	323.688888888889	1008.44444444444	438.755555555556	387.266666666667	829.488888888889	222.044444444444	1518.95555555556	2343.95555555556	3605.4	642.6	615.977777777778	571.488888888889	1113.71111111111	1643.08888888889	817.377777777778	644.333333333333	1231.82222222222	476.777777777778	826.466666666667	2218.37777777778	1245.6	899.577777777778	195.311111111111	508.888888888889	388.333333333333	2302.11111111111	378.733333333333	1109.02222222222	398.177777777778	505.111111111111	1209.88888888889	321.555555555556	370.422222222222	280.155555555556	371.911111111111	717.666666666667	217.822222222222	2722.82222222222	432.155555555556	267.822222222222	1021.86666666667	2915.66666666667	690.733333333333	656.622222222222	303.4	395.422222222222	1446.77777777778	381.844444444444	291.466666666667	2450.62222222222	317.266666666667	217.6	337.088888888889	186.244444444444	744.933333333333	1280.15555555556	240.822222222222	232.733333333333	3342.73333333333	279.111111111111	496.933333333333	370.844444444444	297.8	2326.44444444444	188.822222222222	245.844444444444	2631.42222222222	954	402.955555555556	477.2	1722.24444444444	516.688888888889	3356.35555555556	305.555555555556	483.311111111111	351.288888888889	328.466666666667	1897.8	392.355555555556	230.044444444444	1673.35555555556	350.422222222222	196.355555555556	998.066666666667	3809.04444444444	305.2	196.4	278.6	1625.35555555556	360.911111111111	168.266666666667	243.088888888889	382.177777777778	617.266666666667	392.244444444444	Human Diseases;Drug resistance: antineoplastic; Platinum drug resistance
map02010	1459.09224318658	4615.39622641509	1791.99580712788	3703.66876310273	3811.77358490566	3787.50104821803	1748.27882599581	3498.75890985325	4789.86373165618	4803.69811320755	1563.7463312369	3091.83647798742	1865.67924528302	4902.03773584906	7421.8679245283	1987.2285115304	3403.98532494759	5303.25157232704	4619.74842767296	2226.07337526205	5304.39412997904	4965.35849056604	2771.24947589099	5976.64360587002	3873.94339622642	6758.86163522013	1837.52620545073	5664.90146750524	13911.3081761006	13706.2410901468	2712.76310272537	3888.60587002096	7934.70649895178	8560.97484276729	2138.54507337526	2451.26205450734	1751.01257861635	1616.69601677149	2561.36477987421	3560.39412997904	1921.98951781971	2109.45283018868	1984.41090146751	1506.16561844864	3874.81551362683	2558.46960167715	1858.40041928721	1865.0964360587	3979.71488469602	4171.63312368973	4012.12368972746	14971.6624737945	3007.10691823899	3345.80922431866	2450.49475890985	4647.71907756813	2789.11949685535	2328.14884696017	2691.57232704403	1471.19916142558	6939.05241090147	4321.04402515723	4681.11111111111	3381.81341719078	2482.91194968553	3218.83647798742	4098.19077568134	9472.8071278826	2846.12788259958	2287.7819706499	2447.14884696017	3752.95597484277	1678.58490566038	7242.03983228512	1654.18658280922	2795.10482180294	2062.98322851153	4644.00838574424	2807.05450733753	2602.80083857442	4482.95597484277	2620.64360587002	4649.7714884696	9294.88469601677	11261.9790356394	4216.44025157233	4649.81761006289	6078.66247379455	5023.07966457023	6815.97274633124	5520.71278825996	4135.09853249476	5584.43186582809	3345.27044025157	4722.14675052411	8277.72117400419	5409.97903563941	3998.97903563941	2914.40670859539	2778.17190775681	2528.24947589099	8961.18238993711	2855.35220125786	4211.33542976939	2121.27463312369	3483.55974842767	4827.95387840671	2139.13836477987	2026.88469601677	1839.47379454927	3044.93710691824	3913.64150943396	1512.62683438155	10742.3731656184	3713.28721174004	2903.64779874214	4787.28301886792	10847.8071278826	4076.13626834382	3764.78825995807	2050.47379454927	2589.79664570231	6110.72117400419	2925.27882599581	2142.80922431866	6990.95807127883	1919.59538784067	1757.88469601677	2018.32704402516	2117.72955974843	4323.06708595388	4817.6394129979	2679.21593291405	2142.14884696017	11858.394129979	1969.1677148847	2876.34591194969	2267.17190775681	1911.63731656184	9904.4465408805	1755.39412997904	1619.10482180294	10419.9119496855	4500.58909853249	4019.60587002096	2999.2641509434	7434.74423480084	3597.0251572327	14684.3060796646	2273.02096436059	3316.45073375262	2374.05660377358	3045.38993710692	7346.03354297694	3452.38364779874	2176.50524109015	6688.88259958071	2538.51362683438	1967.75262054507	5037.05031446541	12344.8385744235	1891.07547169811	1890.96855345912	1850.87421383648	6378.29769392034	1638.15094339623	1439.20335429769	1858.31446540881	2822.7106918239	3219.9748427673	2509.22641509434	Environmental Information Processing;Membrane transport; ABC transporters
map02020	625.5841995842	2341.51351351351	696.35343035343	1926.30977130977	1512.64656964657	1753.56548856549	789.841995841996	1315.7817047817	2765.88565488565	2616.30769230769	887.723492723493	1628.74844074844	973.295218295218	2277.158004158	3607.29106029106	1077.06860706861	1087.21413721414	3112.79002079002	2423.55717255717	1288.06652806653	2053.59875259875	3078.51975051975	1523.24532224532	3422.22661122661	2045.32016632017	3659.079002079	711.629937629938	2721.06029106029	7264.27858627859	6417.59667359667	1424.44282744283	1707.04781704782	4082.59875259875	5476.25363825364	1214.40956340956	1296.65904365904	720.756756756757	577.609147609148	798.717255717256	1358.1288981289	622.77130977131	763.970893970894	784.218295218295	689.869022869023	2252.05197505198	1554.27650727651	574.407484407484	414.284823284823	1434.34927234927	1181.48648648649	1671.17879417879	7553.61538461538	1342.86486486486	1194.25571725572	1190.17047817048	1200.2182952183	1271.96673596674	945.731808731809	1123.66112266112	667.860706860707	3677.87941787942	1986.10810810811	2590.37006237006	914.501039501039	1068.51975051975	1394.68607068607	1458.6340956341	5256.72557172557	1118.81496881497	1023.04158004158	1179.48024948025	2556.77338877339	961.384615384615	3764.22453222453	842.5841995842	1373.75467775468	720.505197505198	2425.35135135135	913.525987525987	1191.15176715177	1618.51351351351	1291.5446985447	2332.43451143451	4443.86902286902	5767.32224532225	1669.66735966736	2036.61954261954	2667.15384615385	2503.39916839917	3869.20374220374	2095.82536382536	1392.78586278586	3555.8711018711	2167.73804573805	2907.39916839917	4393.84407484408	3321.55301455301	2301.26195426195	1707.7130977131	648.931392931393	1348.39708939709	5898.00831600832	1610.61330561331	2302.43035343035	1074.90852390852	2139.40332640333	2621.94386694387	1111.86278586279	975.679833679834	978.29106029106	1460.68607068607	2204.16216216216	807.022869022869	7333.44490644491	1622.75051975052	1709.79833679834	2879.64864864865	7140.10187110187	2243.25571725572	1478.25987525988	921.765072765073	1295.47193347193	3539.41372141372	1531.82952182952	792.798336798337	3853.48024948025	902.162162162162	1040.86902286902	884.24948024948	1029.95841995842	1712.9604989605	2507.88981288981	1708.21621621622	1034.77130977131	7895.87941787942	1047.00831600832	1473.50103950104	995.943866943867	888.143451143451	5458.19750519751	819.351351351351	841.856548856549	6501.97920997921	2036.10187110187	1992.85446985447	1363.03742203742	3453.00207900208	1900.78378378378	6458.39085239085	1033.92931392931	1054.73596673597	1348.03326403326	1891.93139293139	3457.56133056133	1507.73804573805	1054.70062370062	4155.27858627859	1143.80873180873	1067.29313929314	3164.26819126819	5883.44074844075	820.116424116424	725.018711018711	985.995841995842	3988.94594594595	726.790020790021	733.989604989605	739.848232848233	1026.60291060291	1700.44282744283	1275.78378378378	Environmental Information Processing;Signal transduction; Two-component system
map02024	1438.69503546099	3055.90070921986	2345.5780141844	2932.07446808511	3534.30496453901	3078.14893617021	1722.08510638298	3488.25531914894	3066.48226950355	3999.62765957447	1557.36524822695	2340.92907801418	1702.12411347518	4038.45035460993	4887.18439716312	2190.0390070922	3379.67730496454	3356.64184397163	3556.10638297872	2251.78368794326	3914.5390070922	3528.24468085106	2652.59929078014	3880.18794326241	3369.12765957447	5444.77304964539	1810.12765957447	4948.68794326241	8310.03191489362	8126.31914893617	2772.34397163121	3358.29787234043	5392.12765957447	5175.35106382979	1826.93971631206	1899.64893617021	1630.21985815603	1976.87588652482	2366.29787234043	3019.62765957447	1881.32978723404	2116.09574468085	2181.12411347518	1625.42907801418	2980.76241134752	1967.18794326241	2279.55319148936	2777.67375886525	4092.60283687943	3703.47872340426	3512.22340425532	7772.60638297872	2919.32269503546	2943.75886524823	2275.16666666667	6011.68085106383	2833.73758865248	2379.47163120567	2452.69858156028	1798.49290780142	4659.93262411347	3770.00354609929	3444.48226950355	3762.05319148936	2637.57446808511	3058.12765957447	4691.49645390071	6147.38652482269	3176.68085106383	2081.18439716312	2311.5780141844	2886.84042553192	2005.55673758865	4784.1170212766	1946.49290780142	2658	2502.68439716312	3619.42907801418	3361.98226950355	2903.90425531915	3677.54609929078	2455.51773049645	3874.77304964539	6587.7304964539	6999.26241134752	3466.67375886525	3667.07446808511	4697.42553191489	3721.75531914894	4188.72340425532	4253.66312056738	4578.35460992908	3807.62056737589	3117.79078014184	3973.06382978723	5254.23758865248	3731.43617021277	3384.84042553192	3380.51063829787	3703.95390070922	2356	5490.96808510638	2761.93971631206	3129.66312056738	2382.19858156028	2950.20921985816	3977.96453900709	2281.28723404255	2097.80496453901	2016.90780141844	2685.49645390071	2949.49290780142	1611.43617021277	6111.56028368794	3808.8475177305	2562.74113475177	3179.3475177305	6178.58510638298	2986.25886524823	2895.2695035461	2015.43262411348	2384.53546099291	3848.37588652482	2590.67730496454	2105.53191489362	4364.82978723404	2034.53546099291	1744.78014184397	2057.9219858156	2049.6524822695	4202.51418439716	3627.14539007092	2228.17375886525	2167.25886524823	6549.24468085106	1853.92907801418	2153.86170212766	2116.93617021277	2041.00354609929	5978.5	1689.46808510638	1624.56028368794	6014.31560283688	4603.1170212766	3694.14184397163	2567.0390070922	5010.70567375887	2643.25177304965	7788.62056737589	2262.1170212766	3297.68794326241	2160.59574468085	2096.37234042553	4620.36524822695	3099.89716312057	2003.60638297872	3945.14893617021	2472.07092198582	1787.00709219858	3881.1914893617	7197.11347517731	2253.37588652482	1957.6524822695	1828.39007092199	4078.30141843972	1926.28368794326	1448.44680851064	1702.19858156028	2968.45390070922	2747.02836879433	2123.85460992908	Cellular Processes;Cellular community - prokaryotes; Quorum sensing
map02025	288.52808988764	1721.44943820225	346.561797752809	867.573033707865	227.539325842697	854.370786516854	249.112359550562	510.865168539326	1354.52808988764	1123.78651685393	369.112359550562	738.280898876405	439.629213483146	968.044943820225	2328.3595505618	334.23595505618	261.786516853933	1350.98876404494	234.078651685393	567.943820224719	1309.10112359551	1464.4606741573	703.157303370787	2053.74157303371	1129.42696629213	3103.6404494382	276.033707865169	1186.31460674157	5599.85393258427	4249.21348314607	520.337078651685	511.674157303371	3346.52808988764	2431.14606741573	691.955056179775	521.292134831461	219	274.707865168539	328.539325842697	513.460674157303	215.595505617978	66.5955056179775	330.494382022472	309.988764044944	1050.48314606742	708.651685393258	255.910112359551	171.685393258427	640	635.056179775281	664.76404494382	6437.86516853933	649.438202247191	217.314606741573	534.23595505618	582.550561797753	541.202247191011	335.842696629213	341.426966292135	332.561797752809	2624.11235955056	1021.42696629213	1097.30337078652	247.550561797753	407.921348314607	375.786516853933	630.056179775281	1874.43820224719	496	405.797752808989	543.494382022472	1207.05617977528	434.449438202247	2872.50561797753	47.0674157303371	525.595505617978	308.988764044944	1603.88764044944	387.393258426966	504.85393258427	541.033707865169	516.38202247191	1220.25842696629	3037.03370786517	4507.43820224719	384.460674157303	800.707865168539	1001.21348314607	1078.86516853933	2046.89887640449	702.539325842697	555.325842696629	1677.74157303371	1121.62921348315	1420.26966292135	2932.12359550562	1358.48314606742	896.258426966292	864.314606741573	262.056179775281	677.426966292135	2593.92134831461	800.202247191011	1434.07865168539	533.550561797753	1535.91011235955	1846.87640449438	558.011235955056	480.314606741573	495.640449438202	758.606741573034	1097.04494382022	350.179775280899	3572.50561797753	681.52808988764	931.494382022472	1414.96629213483	3238.56179775281	1307.22471910112	695.741573033708	295.47191011236	529.247191011236	1693.41573033708	831.955056179775	227.752808988764	2753.40449438202	404.719101123596	558.303370786517	395.14606741573	471.595505617978	408.393258426966	1815.42696629213	920.550561797753	388.685393258427	3883.56179775281	537.76404494382	689.314606741573	380.640449438202	360.449438202247	4390.47191011236	345.213483146067	359.775280898876	2775.67415730337	1051.03370786517	790.415730337079	552.404494382022	2013.94382022472	904.584269662921	2412.11235955056	334.47191011236	393.168539325843	730.247191011236	918.730337078652	2189.1797752809	538.101123595506	490.966292134831	1935.78651685393	381.76404494382	501.797752808989	1793.79775280899	4513.37078651685	417.955056179775	354.179775280899	475.85393258427	1827.94382022472	188.112359550562	338.61797752809	210.247191011236	432.483146067416	697.595505617978	744.550561797753	Cellular Processes;Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa
