"OTUID"	"Taxonomy"	"SUM_Abundance"
"d75937f3688f74942c8b34c7a58c694c"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"	309
"9c3a36e55f4ee12d7aab56595f6764a6"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium"	358
"b405f0cbf402520473d7814ac8c503b2"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium"	55
"6b3627d9edaf6b9b30dc30c2bcd893c4"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae"	211
"efa20c0e4ea473168e7842df70f58ca2"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter"	38
"e26cccace39ffc677139e4dc92f14bc3"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces"	51
"4cfb3c4746090e469bf432f2d33b6715"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio"	36
"381ef540eb92c538543f9bb5a323c2cc"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella"	101
"70c0926424c05d4d74f722601448c85c"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium"	46
"186c9fa38e1428e565a3e55fc8483a88"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae"	36
"cb81465ef5a1ee68dd388a00dd213f1e"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus"	25
"a4bc29c882d61ae46f305c0fff945c87"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium"	166
"02bf15068e3e7108f4912f7b2e144b1c"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG_002"	66
"0a8db220648017d95e7e6be119778ac1"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Peptostreptococcales_Tissierellales;g__Anaerococcus;s__Anaerococcus_prevotii"	43
"adb8b877ee5379c938b0d3d1335ec277"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella"	654
"baf606097182bd5a45092f1e17285a7b"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae"	252
"d849e8ea21861718d2fffcdc530e8d09"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae;s__Christensenella_sp."	88
"615ef1abe9dff77a80919380e5e4610f"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_13;s__Clostridium_sp."	184
"b667000eb98cf17e5345425d7c1222af"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_cecorum"	48
"1e623dac0a8c28696b853fe8fd2f5bd9"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae"	65
"8fbfffbc328be7b05b9df5afe90923c2"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales;f__Anaerovoracaceae;g___Eubacterium__nodatum_group;s__Ihubacter_massiliensis"	25
"062df6f7cd3a48247d2a4658df79a4db"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae"	5000
"ce26fcc225027a1f04bb9d63bf2a23ef"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter"	1760
"0afa6cf3d1adffa2a78ddd4d0a1b5c34"	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG_014;f__Clostridia_UCG_014;g__Clostridia_UCG_014"	1699
"41363a97015e83225d9b89bacff49b35"	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella"	155
"be98d8ff969d6a63f02a1689d8b0ba87"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"	155
