OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
1b1a1ed0ac39a69399f69bccbe0aaed0	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
d849e8ea21861718d2fffcdc530e8d09	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae	 Christensenella_sp.
09319ac323f77f615ddb75ed744ac20e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
cbc627c27584849c04f2a8c999ccc9b5	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
658104f1227ee94ce59cd7923781faa9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
0fe68e214920b4453dd8f1eff9705fd0	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
1a1b3944107fda0e54819d333f2838c6	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_torques_group
e654e52c906641a46afddd91d50e6b12	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_constellatus
39cdf1ff28fa95478d410c2f14315d2c	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 Dialister_propionicifaciens
3fc4e1ba3ec8c5224060431bff321530	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Epulopiscium	 uncultured_organism
de9449ba54c5ee7ee268709276d4ec95	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
80638c534f24f5c8fcbfebdd0c26d2c0	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Enorma
cb35c632053e8bf45078a2be22feb8b5	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 uncultured_Eubacterium
26f5fefce8bafd0c1933143ffd471ebc	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1	 Clostridium_butyricum
70fc31ea420a5e436f9d854a0f6337ff	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
9a9e7ceed243a4f5522fa4b3189c9ecd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
659312094e9a4f232ead249176df5b7b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_bacterium
7880b17b21da81ac4f5ca979cdbf52a6	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-003
34633cad5b4c48500ba5e8ecb18ab0ac	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
7f84738512349722a1f8fab01ef974df	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
9f398b3f12200ea8932e4473dfc394b6	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_torques_group
6cd83296da7a5831c726a6289461e8d2	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 bacterium_YE57
cda3fd94118420512c86886cd25b8432	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
7853dff588d4bad53cdcc3272d9aba23	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_NK4A136_group
594d05f45e17b079448cadc5f4f1a253	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio
4180621b8850c85abf4260cbd937382a	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Allisonella	 uncultured_bacterium
a45cae49b25e218e7c11ff2fc2f1a7eb	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group
09971871f111772770fcc87ac10f0535	Bacteria	 Firmicutes	 Bacilli	 RF39	 RF39	 RF39	 uncultured_bacterium
dae081732a4ad561c582ec11b72f5495	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
c4cd95330363180ff529e5a92537e87d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
2215fda718f2798e7e94648af4e01b1c	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium_limosum
6bfc304ab75c9cfcf437193c5b99778c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Morganella
1db6171e3144d53d4fcc5c911b7a880d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Shuttleworthia	 uncultured_bacterium
0baa3bb28b17063f2917700c44aae254	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
8fef8928834112f3755db7e82d3e1047	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia
7cb62ec7a2634d7990e282a5f023a60e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
307b5e0daacd3881e17c17ee80692684	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 gut_metagenome
805873557d0583107e307739fe35b0b3	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 Victivallaceae	 Victivallaceae	 uncultured_organism
16b4dbf72b07eabe2eb549f354348b30	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas	 Porphyromonas_asaccharolytica
f4fe0e47974a9b84979bff3ece1fd127	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
897863ad13a7fdccd58e1bdc240eb6b1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
18efcaa46f91704bb6ea1f2c915ed1a2	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 NK4A214_group	 uncultured_organism
64f0418bac5adbf9a9d14b95fdd90725	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 uncultured_bacterium
3908e661793605417ee40edd780e5f51	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
c5ccea21b43ffc03a1ab4d769be69f09	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_bivia
405d2a1d773ab7c68adb8217f12e869c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
6197c51e0918afcc196d6b1926ff4876	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae
6bbb3b27bb4998595bf4aa17a78af1b5	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
97c08ea0e9893a64b2446ff280ac9787	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Candidatus_Soleaferrea	 uncultured_Anaerotruncus
661028c7bb9a917415ef8dbcb1354deb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_goldsteinii
5668e7ca8ef36766512a7ee671e01f71	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 [Eubacterium]_nodatum_group
e6f9cdf88e8366c018076ab8edbdd223	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	 Butyricicoccus_sp.
4a9a54db7191aca751adee863eb2d97a	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_sobrinus
cb967a258741cc6251918e67b1f57b88	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriales_Incertae_Sedis	 Raoultibacter	 Raoultibacter_massiliensis
7ca959617f005bbbf7af1d3575ba4485	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_UCG-010	 uncultured_organism
ea5fb7d1c0efe7a37ac9323cab56c24f	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
ba00582107a390b13a161166b351a6ef	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia
07d313706ba0c85687c8d95b664b84bc	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
f9da05408ca7c4c29565cbc7f11fa2fb	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
13d4753ea765123210515557021e9da8	Bacteria	 Firmicutes	 Clostridia	 Clostridia	 Hungateiclostridiaceae
87ea4f0d927d38b3da0ca946a0d684ce	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales
7c8ae7a139e5cd15bcd4bca7dc9ebee7	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
ac1d4e46240660a75dd561498d1c50df	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005	 uncultured_organism
761b9635ec284ee9b482b9d121fe6570	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
485c95f2c922a8025f421552da970205	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
9b4a969ed7e212efe46709cafa5e4972	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
e061f2a3bc1cebf79fcf479a050ef39b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Flavonifractor
f3dec07374e193e01f17599b00997d71	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Catenibacillus	 uncultured_bacterium
00c48b42516720ec6bcff9a5c579ba33	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
dfb4539edcbd7de77ba67754766221ab	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 metagenome
a8c9933bb4c14957903ac4c060173c97	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Sellimonas	 uncultured_bacterium
e2ac404114051f7b077fff01c30b16b3	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 [Clostridium]_innocuum_group
a82bde64cdb916106ef6cbaa710f7afc	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_marine
8565af8b34d54456e6cd456d528ca70e	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	 Corynebacterium_striatum
1fbb88a9c97db1919c38f0027fc4ccbd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
cbba00545d7598b45fff6c4964c09732	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas	 Porphyromonas_bennonis
eae4591e1ba8c06a884ba72fe7ee33e9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
7ff2b55e82c3c34405ac8d8958811b1f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus
86ea504d27d70c803d87ee6f04bcbaaf	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
8bddd04a4049be36af12d569cd79273f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured
ed682cff7f80e6fe6d7555f9ef31a52c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Cellulosilyticum
cd33343b747cb20a2c7f908be741c159	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Erysipelotrichaceae_UCG-003
d90b6ccee1ae7cf66abdac29e35e48a5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
d12b5a948168bdfcfcc2f6eb64b2fd87	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 uncultured_Eubacterium
9bde22012c81004aba524526d78f15b0	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Actinomyces_lingnae
173b8383238dc87920b640dfd06347b3	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia
d27ba3dba969b0045b14e379965bfe99	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Phascolarctobacterium
de9ddafa933eb98b69e8531c9709d25f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
9e7d1e513825b537bff868d9765f3ac0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
3c809bf0895415ef03c4682507f51885	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae
13415203c66f511fedba67d6819229bb	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemania
dc117dc20d071a785eac10a04adff241	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 TM7x	 uncultured_bacterium
a709bc819b97cf40390ef1eddb853408	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 TM7x	 uncultured_bacterium
f148c9872201cbd90a403cf63b13e46c	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Peptostreptococcus
b54896055132eedc8843254f882b36b8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
881a1d777749c4a57df6f9290e8a1de0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales
02bf15068e3e7108f4912f7b2e144b1c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_organism
49eea156a0f17d7ec89418207dacb52d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
47d12ada7044a2a12b1695782ac82f58	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 uncultured	 uncultured	 gut_metagenome
cb703eb76ae075769eff5a596ea4c087	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
1e623dac0a8c28696b853fe8fd2f5bd9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured
d57f9dee87aa2f183818e2bfb0a63353	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_plebeius
af6715541ed0d6a6d8181909ed25a8b3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005	 metagenome
f3dc239b6d6c09c017eecdf80ee003d6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
5f0a87fd94e5eab13b32c351d9ccc59d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	 uncultured_bacterium
51abb061a39ba32f21ac8d015077d7c3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Flavonifractor	 uncultured_bacterium
db711647f358d81c521f683761251f0a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_eggerthii
5207023275b891ef37f87a0ec090c4c0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_sp.
1992fc2943f7b21837d8876834bf7fe1	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured
7862462431c2d710680a356852bbcafa	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Anaerococcus	 Anaerococcus_vaginalis
a354e6275957b2144ef0e937348848c0	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Shuttleworthia	 uncultured_bacterium
9c37c47616175bb66514c9e45e0d6509	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
49ab1f15588b728a1592035704c17317	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Enterorhabdus	 uncultured_bacterium
3f671c49b62c8369bdb2442e111bb1d2	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Phocea
aee890231b812a1279aa6e2b58fb6876	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Olsenella
547de17c085525b46e48090c58c4292f	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Enterorhabdus	 uncultured_bacterium
bc3107ac9b73a08b9fe57d40e9f08d4a	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelotrichaceae	 Faecalitalea_sp.
d789d429719808266bf41e97baf09e57	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Intestinimonas	 Intestinimonas_timonensis
0fe0f6db0b1ebdd1f9f95a2ef5607233	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_eggerthii
18ef4562cd7b2198170e26cc104b84d5	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
f7976d8feb00b1ba2f32fd8211cfb0fd	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 Megasphaera_micronuciformis
1d1b0b54b7d622efe21986acd44e675c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_vulgatus
a1ce8d7face67464f27bcf68ace4cf20	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 uncultured_bacterium
cd023f18ae93a6f34daa3fcc48a27017	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
868db8c9f9724a772e270b5c2cd351af	Bacteria	 Synergistota	 Synergistia	 Synergistales	 Synergistaceae	 uncultured	 uncultured_bacterium
a560f46d8d33b07ae23f64e681b82e7a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Photobacterium	 Photobacterium_damselae
0d5d819852db373f5e716631cd45a195	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Ezakiella
5f912412ac4fd76b61e086d68b4ff3bd	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Atopobium
7bbd42619a8874e3ad59ada1714da878	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 uncultured	 uncultured_bacterium
c8283809e943647ce044f5391c1fcc66	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
5f2ed7cb3ab7af95d987b6d2ea49a6a2	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 [Eubacterium]_nodatum_group	 Eubacterium_sulci
c9a5b56c4a99b9e7fec1d98ec41de81e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
ac6861c32beb7882a8daa068cee0ca58	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Paraprevotella
b53391f82c52856fc03bee3534552f26	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Coprobacter
db57577f4e118b32fffd451bf0e6a3a1	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Eggerthella	 uncultured_bacterium
7f68f70c5468ddee03181b0004bceaca	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_coprophilus
7514abfec9140d6dd0207373881e0882	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Colidextribacter	 uncultured_Clostridia
63719d66121cd4112b5d8b5d1bacd4b0	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 Dialister_pneumosintes
724cbad432503d2e012aa3e1507ea193	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
b2df62de0d34ed8454854a1153cc90b8	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 GCA-900066755	 uncultured_bacterium
90a0fbae7062831093ec60b585f5e949	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
3adb7a038feb0079904019955eb0dde2	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
34bf30cbaef8da32007d57be55c2418d	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Actinomyces_lingnae
dfc82561fb6ae5e03d37d5250f700a6b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 Sutterella	 uncultured_bacterium
2a0606dbf093373318c6ef16ea5a9a26	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
fa340655c3af239b19b3cab0a1df736d	Bacteria	 Firmicutes	 Clostridia	 Peptococcales	 Peptococcaceae	 uncultured	 uncultured_bacterium
03985d8cedc2a12fbf686965e17437b6	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
b405f0cbf402520473d7814ac8c503b2	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium
6dae81dec55dfbe3d76b5f031f625cd7	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospirales	 Hydrogenoanaerobacterium	 Selenomonadales_bacterium
a1c4ca641ff44093f887889fc18f2305	Bacteria	 Firmicutes	 Clostridia	 Clostridia	 Hungateiclostridiaceae
598f7a6270c2bff22ac0c86e9ea3745c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 uncultured_bacterium
7813ce1d36d0126425dda183f7a5c00d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 Parasutterella	 uncultured_bacterium
c12dfff0d5f6507fe7540cce259df684	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Defluviitaleaceae	 Defluviitaleaceae_UCG-011	 uncultured_bacterium
87de2eb4c03fc0e1b49d08f88e0f1b2b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
144f46c81ad6ef6dc2ac4fc01f0512aa	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
2012b8c5a263bd48a6ba1d171109ad4d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
3a231daeaf4468c1c6f17629dd5b10ae	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
61df2aec03961108cbd8229da3445346	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
94e2dccb7a34a1f3df4daffadf55d23a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_gordonii
3a96d8d1ae79ede0f666c30f0976ac6d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Dorea
e9721dfc0b3e8380dd5b74ce38cb28f2	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
faaf153f5fdf426c5eb4d9f1b34c9fac	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Harryflintia	 Harryflintia_acetispora
78212713c0abb09ae8d63c4ed4da7bcd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
9e4976b3f22f2889ea2348b491c0feb0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus
cb8eec368dba976f0a24de3b0c9d262a	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces
20bbad4093535a9239bf397fd6291ea3	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Rikenellaceae_RC9_gut_group	 uncultured_bacterium
eec71958dfd3f223bb7bfb1532f00d35	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Faecalitalea	 Absiella_argi
f80284e32ada9ec302c94ea31db1f8e6	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured
8f3c8cb8544640becafb5777eb7a5858	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Parvimonas
4fa98e143def3bddbf0b9dc55d84a7f3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales
7805508b1a77ecfae0400c2ba3d574fb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
5cf40dd21e349b5a184251c7b28679a5	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus
d9bf29a53686e8a75ca976b55687fc93	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 uncultured	 Prevotella_sp.
cb17ef306146fe98440e15e8181ab0a4	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_johnsonii
d756caaf2ce1221e28ae9d0a09f962e3	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Atopobium
e47b7c57183d489a185e684d3dc8f4e6	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium
