OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
4335c6f17291687871b83669d14f6cce	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	 uncultured_bacterium
6639c219ee15084dad8de89c81d44743	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 [Collinsella]_massiliensis
ec6c9233b72090035eb87c6ff39a84a7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_coprocola
bca3f444f50fce6234c53cfcca766826	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
463ccc4044935acfa08235ade550557e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_eggerthii
7c1e505e58e2d8e0fac9049ade2d9ca5	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	 uncultured_bacterium
7f549de702480b3a876ec05d60cebeaa	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
363be24e5475cb6fe70ed49eecc7cbc0	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 uncultured_bacterium
16d4ea99379a4e5ebf3f820357a9ec12	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_gauvreauii_group
d347cad164508355e12daadf9ccea765	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
c2db95c522eb7c3a5f3b00958aceddb8	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Enorma	 Enorma_phocaeensis
a10aa523e1a89b3552de63612373366a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
68eb6e428cac943f1e8c92569a8497e6	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
202938f6ff9392b6e167b20b956d9ed1	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_eligens_group
e0cff8bc39aa6eedb1bd6ab5310608f2	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
1224314b1d149e6d06a5a8fbf9209288	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	 uncultured_bacterium
152a0321c73dbe1ea07690cfe5b13deb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
a8f3507ee57026a970e37ec26a53554f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 Parasutterella
9b7a8a443b34fb607fae445c0b149466	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus
0bf0743fbbcffbbcebe02a5d565231ef	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_indistinctus
a73f10563bddffbd1f1d18aded509f5e	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 Megasphaera_hexanoica
84d5b4caf97aa015e10e7cc6e8784be7	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
461b7d1842c4a2a8d9000bc3c0879ce6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_stercorea
2365e4e3e60d7f0d9677a8bb43eda3d8	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	 Blautia_hydrogenotrophica
8f5861dd05ff347032a565cd7ad31870	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Fenollaria	 uncultured_bacterium
0347445b6784e3d32c70126b005ffa6e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
c83ecadd17a457ba10ae7235a049ad4b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter
08b73661fb8b94854ee83d692130c972	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
45a44824c4535a0dd0a7f4e18a5aa25d	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
7686ca99540508af3630ea5fee4aca0f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_intestinalis
b5abd963a70292c81c5414687c669fa1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
73095392f7c7ecdff313b8558644334c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes
c33d6f34729b4388992daba22ff22edc	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
1840477b26d15c9630146e610672114a	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Adlercreutzia
07213875138b21010932fae7e9f249e9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae
4b9aa83dd2faf0fde6d55a983598efad	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
d72a143eea065cf571e032a5b714bb9f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
286b444fb673d554ebd55837a29a398e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
c2bfe8e6afe69b40148e988044a329dc	Archaea	 Euryarchaeota	 Methanobacteria	 Methanobacteriales	 Methanobacteriaceae	 Methanobrevibacter
25f5bee172c08809e3cd4cdb3dc46479	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
bc8539d62fbed70597490618cd28af0b	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
e82d7affd8f1c1db563f83ce8110db33	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
b8f980ec6ad0c86efb83bd1f64c3a252	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_vulgatus
ebbf2b90383cdf70cb16d3e30dc0031d	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Acidaminococcus	 Acidaminococcus_sp.
0f06bc73534321814ff0e341f4846fac	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_bacterium
bd7a334b7257c60e611d177449189bb1	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
1805272af5c726fd73e36af9fc78a79c	Archaea	 Euryarchaeota	 Methanobacteria	 Methanobacteriales	 Methanobacteriaceae	 Methanobrevibacter
e093f111e8a607cf2986c632138c85b3	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
18bde78398008abf5619115a6cb8d2c8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
c684492de5864e145aec85ba05996dce	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium_pullorum
0756a255df068212756004d7e37d4eb7	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia
557156f08d4eab8818ea1914d5f83ed0	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_ventriosum_group	 uncultured_bacterium
e6638b556dc68201ec67d661bcc44cf7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
c432be87cc63580c19fd0a78afa38a48	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium_breve
1cb79d5275187534b0c9403c523c210f	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
adb8b877ee5379c938b0d3d1335ec277	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
50ef4b6ac91b2cddcb87cfe5a3b622f8	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Sellimonas	 Lachnoclostridium_phocaeense
2ee657e8d73105fdb87313a047117230	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
c885f1f3a60b02ed90fc1f454ad3abc6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
ad52bbef279fc1fe7a3ca1c4b1fb9710	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemanella
0645981108eb604e94fdb340248f2d9e	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae	 Christensenella_sp.
a41ba9a839414a8f163dc11936c15712	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
77c76da8a1d97a35f432b351cb88bd06	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemanella	 uncultured_bacterium
82b97d3e4042196df9c0257bf665fa64	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Tyzzerella	 Anaerotignum_lactatifermentans
60dabde64062a51b7a51a08fae6daa0b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
281fb23ee4f7c35f9fbce3dddd4865d3	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Sellimonas
3fc40cb073a12606a57881793f685f89	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
2900b6c0b9df3c628e768a9f46e8b2a2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
d4848cd203e995d5512b8fb8dd42c04c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium]_aldenense
e14a5c997859255bee8e9ba82e7c0f74	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	 uncultured_bacterium
e1ca7fe4f8ddef6f0bcc8e71354e175b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
a2cc4cefea8d1128da1d9d8abb7715e5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
1bde84fb415a7b4f255f46af59f365f7	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
33702ac2f20c944d2fa15358fb40c02e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
e15b6ef1cd643dff3f0649b7baba06e8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-003
1f4c2421678f1e0e027e957e185fee26	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 UC5-1-2E3	 uncultured_bacterium
5c2471c42e6b5b07f45f69d08b145d0b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_copri
b3506945df477c39fe8f933fa6939ff7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
c101d21e14bc24e61a6874833c84870b	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
f330a8d2204597dbe97585c4185570bd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_fragilis
be50d6df5ed10dc2f5c3b19b34b61e85	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
980cae89681698e8b0d21d6beb88efeb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
a94f32ffcdfbf4875b3fe2a10d4a63fe	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
84d3aa3cef3eefd518d6d396b065a951	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Erysipelatoclostridium	 [Clostridium]_spiroforme
8954856044dc31156803857144f6b482	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila
d417dc15280cefc93ecb66ccf4a4c863	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_mucosae
7aebec4e33650d0ac57fe723a94c2c66	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Pygmaiobacter	 uncultured_bacterium
8e0e95a2506e1d07e9e82d04f6f571ef	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
efa98c673cef7e11e51b27d01167c2af	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Romboutsia
c2325a31d284b4a3daa18682d1168d9b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Clostridiaceae_bacterium
42ca8b20049c4f5817825f5eabd2ec00	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
373e2b40c63082c4918d9715fe6f36ae	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
bbdd8d2023792421cb2eb6bcdb4c7a71	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
be20a0e31e7107e6fd34f5d8472b6108	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured
368873f23c7e1fbe7299f9520765cf6a	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
f219e7a6ead3858847de465cc0487558	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
eee26944198c21eaa0afcc8261af456e	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
5e01177425652469d6704e647389122f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
be588df4a02fa9db0ee23bee1bcfce00	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Raoultella
5b3c7521c5d34321888987920cf67d95	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
5ce973b7ad3755ad73be72714ef91d6a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 unidentified
026a7201865e340fc468259cc1429fd4	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 uncultured	 uncultured_Eubacterium
d0377d9209ed8843c1b85df7bc622a2c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 Eubacterium_sp.
44cae38ace30f54ee81cc5c5b2ce47eb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_shahii
d8b5671a882cb6087fed4a7d6406137c	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
5859c644498bf396619fcca4ed014b8d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
63d8e9a325af7493fef548aa059f93a9	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_xylanophilum_group
e2f1763cc76bbd845827dbf809f00b83	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
64cd0cec44c7015ce37e278c8c8a558c	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriales_Incertae_Sedis	 uncultured	 gut_metagenome
cac88d42403530a510c875b4f4be4919	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
9960b20e17a6ebd5bf31b249c3503956	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Terrisporobacter	 uncultured_bacterium
4290feefabcb9fa250f8eb0be2759c2d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_organism
10fae19aa3418fc0992d9de8bf94e333	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas
3682830d9f222e63e4e35e25b15c9478	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
61d96a1395c98563bd419df4e71674cf	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group	 gut_metagenome
c8397df86ab8cfaaf8c7e656593eb674	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriales_Incertae_Sedis	 Raoultibacter
312aacc1f4c63ff0cda590371726bb11	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
8089044c665c34279158d8ccc3b48e6e	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
24e503b75ef113030af3013e24ecd3ec	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella	 Veillonella_magna
c5db15b727e56d95a19f801365da7654	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Adlercreutzia	 uncultured_bacterium
b0553a7cf3e72573824b0dacf2747ae5	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 uncultured_bacterium
c533a557f90737bbc8bccbbc981a8c63	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
740d09abbcc14ebc01f9e3b2a6062a06	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
904fdab3f60ae6d40b231bc8ee4f4ded	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus	 uncultured_organism
6879487cd2a537d72df39f3dca37e089	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Devosiaceae	 Pelagibacterium
a1b6935c2608151d83edd47c8a72c1a6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
9352e570a182123f48d92df829d0fcf0	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	 uncultured_bacterium
4595db49426fb88614f6d6e90d952ae9	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
2afd81e05992550f91838c57bdeb8158	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
4f8285827d64ed44a3a48f09c8deb2fb	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Peptoniphilus
6e68d3873eb052ed4a4c880b2b858e2a	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae	 Abiotrophia	 uncultured_bacterium
7bd174e37aaa1b9ae64888e333970efb	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Gemellaceae	 Gemella
fa6956a33481d21382e3814e8f144ef6	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 bacterium
a5ec531682184cfe7512196a43762ee8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus_bicirculans
275a909b71518ce743cea6406287671e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
9e2de673e74530af73fad78185ddeab5	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
510b973cc4e71661d519c717bdec431c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 uncultured_bacterium
3aef8bb7f47464bd8c11e5692ab3975f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
3efbc4ad0134e63d59a6feea192d971b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 CAG-352
17afb987e0825d9d24978debbbd200fd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
609b7e034c798b25b22bd7af1e5657ff	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Slackia	 Slackia_piriformis
d25cde7f2c9d8b0e3706df6f046982fc	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
bb0ec67481c826edfe26490692202c3f	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
ecf3a14573cad579dae29e2989441b24	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Selenomonadaceae	 Mitsuokella
a2e954bece1b27304bbf88a0510b7ba3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
dd15951e49efb7d086763a72ace1db22	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
aaa3c1e72b48353ff7c95279363da2b1	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Selenomonadaceae	 Mitsuokella	 uncultured_bacterium
93d8141b39a83cf50f58a8116f37015d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
55061127d46cb32de1b3630ded41b37c	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_prokaryote
c96cf2618b5bae7bc0014b73816f4454	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter
eaa797b716ded3b81976badb2165c78c	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella
cd2394e8a1f7078eb2bc6d9793222df5	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_Clostridium
916b4053fd26e18a6c7fc63635cbe5e8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
2e9241dd5ee1faef2bdd91724620b70f	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Selenomonadaceae	 Mitsuokella	 uncultured_bacterium
0947e5811b9fc992339fd9912011b45f	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
310023723aab4696cdb707dc6bb4d94a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Fournierella	 uncultured_organism
04c7fe0775df3a19d347f94f78843fb7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
d3864fc0d139ae33e32888b486ee19cb	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia
7a8f41c3a9a6f508cdc984f223a93e28	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group
3e93687b8cd83adb12e013fac46aab64	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
cb0ae3f7f79c995e95e8cf343c7155a9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Flavonifractor
75fa8724226c4b0c32ddc3b2ffc64cc5	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Romboutsia
c19bbdd3060b5ca44131faa60c9f3719	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Enterorhabdus	 uncultured_bacterium
9af2911f6df6d008cf67880633e1d491	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Tyzzerella	 Anaerotignum_lactatifermentans
53f5ff39a7d95bf77b3f03799a22e2cf	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Sellimonas	 Lachnoclostridium_phocaeense
79b649c66587cc0b1484638f820eb5cf	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
f69934c29c8c5a4f0a42d0c05a077a52	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
ae80ee1968a868df26cebfe372f0612d	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
1256606d5a102b9d4553645aab0f384e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
4cc835d67b5ea24fc22433a160b251c7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
8371a36c5eae0903e13201139475dfdb	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 gut_metagenome
f557d344f417cde45b5f32b6d584e76a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
9037a8807f265f6926427153c9f6f6f8	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_sp.
427ba0ce3ac8cdfbcbedebfcd444278f	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Slackia	 Slackia_piriformis
bd019fced468c8e8846595231547d3fc	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
