	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	296
SRR11825857_1	33.711923432280685	37.35391248726635	37.25246973537703	36.97664115988724	37.249508421975314	37.432612352230464	37.400867072564026	37.44384165264978	35.88014972400559	36.97533818199047	37.069929639193575	37.34864845656345	37.15733813460946	37.049541588685415	37.257269432138536	36.98320816848689	37.087190542749525	36.68399232427567	36.80898344033546	37.17344767951482	36.6643576318969	36.93188031555756	36.63076923076923	36.97907180592736	36.58861908033451	36.92179763568738	36.58732557864063	35.988178436900334	36.634621307242185	36.34898486176589	35.97468906209282	35.79164198905498	35.89723531780815	35.8287034185402	35.716424628651296	35.67649190969179	35.75194617516762	35.556191514060316	35.96521285920732	36.040553410248506	35.53315012674422	35.576271587974695	35.55414465423705	35.49623084030229	35.30119163251285	35.14522280922035	35.08212551230722	35.35917177986781	35.079500604107935	35.05895145815072	34.66536684750421	34.6650446566061	34.39812844993011	34.08693942337305	34.33452417616261	34.421326194593824	34.08970173651418	33.92458837743716	34.11795977351875	33.51426405439341	32.993162919618115	33.03925990855465	33.256985146051974	32.546876406623866	31.81136196725972	31.259249958541613	27.9473754866425
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	297
SRR11825857_2	32.32993769396603	31.609888417711023	32.42775579825164	34.8669067304731	34.926180379521924	36.219492549335484	34.82670393973135	34.82234488640402	36.471820141669234	35.6608561749307	35.820606003174525	36.208898154509484	36.54301011584658	36.342706877354246	35.77512970552699	35.720262490819934	35.462926725261184	35.43957736135131	35.666105991329275	35.326483618014265	35.53854682428751	35.633915330127216	36.11695529601288	35.62901139513397	35.4963540309398	35.78749141219114	35.49065409490417	35.727535476534555	35.341290185022864	35.28792968657459	35.184738575252894	35.36959560304186	34.68276989410343	35.37484068133898	34.70750752173604	35.04638601312455	34.0636374404776	35.06735685011016	33.8211129800289	34.814522280922034	34.43061287342162	34.38228897680699	34.2748193598825	34.677823316197205	34.38440217005045	34.25590959702448	33.95011252990926	33.78288123948734	32.88074672478738	33.01600530667362	32.42470919902395	32.33553812987136	31.028637085119993	32.442282817275114	32.419374096799416	32.01539882968894	31.807960010423823	29.196593305062663	28.358129397550403	29.01185946791121	28.357811944753735	26.845518940560517	26.32797611996873	22.244206486460875	23.31704058183886	21.75275639051432	24.100315083745944
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	295
SRR11825858_1	37.09469180321743	37.32923525345192	37.321014181349376	37.56467554791577	37.78281422245474	37.83152407466228	37.678219764204705	37.71487827208012	36.497206703910614	37.06301078081501	37.30028586909812	37.06811905607145	37.36520991760244	37.009663496571434	37.53084957306478	36.81567982661012	36.96509407522281	36.98329627622802	36.90227387380654	36.988176603576164	37.007892229218434	36.961338540012335	36.54967956503055	36.62359074008333	36.50233740027279	36.771805459539245	36.59240671885802	36.26867211001289	36.75618168569347	36.427589170605934	35.91620859102035	36.03126623194633	36.004323536555745	35.770176192522555	35.79205545486818	35.85282412510977	35.83444629210964	35.726398983576544	35.855626763326555	35.98733954896209	35.519213019188726	35.49248332430261	35.79319893126062	35.51645896003438	35.469901533977314	35.53088320472338	34.84086620205153	35.401849741223074	35.28534220212627	35.08584667700528	34.50591356663739	34.726171035668244	34.149219932363	34.3035257188767	34.5694138749276	34.061814988509184	34.059658825507746	34.222783580276904	33.53323742082547	33.46613852506492	32.73672016591618	33.10238224248426	32.638048616430936	31.955609947497244	31.116750434408925	30.977474262439046	18.4262252200071
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	295
SRR11825858_2	34.05610881709983	36.17482857196241	36.63149044300368	36.30942994338671	36.62764148651931	36.378505633302815	34.691821901683454	35.030791651874964	35.21666261841146	34.7349900039237	35.89951607780124	36.51484090357056	36.221561630014385	35.860955512789374	35.56381980904692	35.7720707759571	35.956678686870575	35.625197585994286	36.1740363595598	34.788972552829726	35.69941144597448	34.80245884792885	36.399263840361726	35.84817174566992	35.260058668560006	36.07967713607743	35.21094149959829	35.10372003512639	34.76357317688384	35.55044188262551	35.55918611386185	35.43893051325649	34.38653986285757	35.530916836381984	34.81998841576203	35.190015134246366	34.44370994562882	35.129298779918166	34.07894471329011	34.25899740288859	34.28355225051848	34.411860764933394	34.02956222791054	34.4982791801349	34.458605033538234	33.84054483286934	33.0656004185273	33.52170549877618	32.93056557239214	33.20038863249939	32.24552605519329	31.684542516021747	31.072154855103605	32.15691784533173	32.235559873694434	31.303196875992604	31.092315166009605	27.71669438164459	28.06443452102913	26.887890734478056	27.195209357074795	26.168808505072775	24.443373629042803	21.3443694998225	23.458922665869473	23.18656602081426	19.860708880626298
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	295
SRR11825859_1	37.068974738747634	37.13885460380153	37.047807125812554	37.05395787048465	37.61110425409364	37.684851477001565	37.66372500617132	37.457376779396036	36.651690940508516	37.066230560355464	37.22193285608492	37.14863819633012	37.32496914342138	37.14107627746235	37.53108286019913	37.14046326010039	37.016115362461946	36.87336460133301	36.814918127211385	37.239599275898954	36.91664198140377	36.881066403357195	36.6231712334403	37.043409034806224	36.64133958693327	37.076104665514684	36.56561342878302	36.27838805233276	36.93126388546038	36.79536328478565	36.4317905044022	36.31442030774294	36.30045667736361	36.21825475191311	36.25387970048548	36.16119065251378	36.18360075701473	36.08957459063606	36.39897967580022	36.46205875092569	35.929585287583315	35.95951205463672	35.94443347321649	35.98316465070353	35.777256644449935	35.848206204229406	35.780836007570144	35.98671932856085	35.58003373652597	35.786052826462594	35.36453550563647	35.21749362297375	34.57796428865301	34.61821772401876	35.00174031103431	35.28852135275241	34.667584135604386	34.64572533530816	34.942972928495024	34.384477083847614	33.79997120052661	33.48305356702049	34.10597794783181	33.42347979922653	32.6297580844236	31.54672920266601	27.698582654488604
