"Sample","Rank1","Phylum","Class","Order","Family","Genus","Species"
"AD",1,1,1,0.999127448797962,0.998254450592235,0.917107188802736,0.163025821615132
"C",1,1,1,0.99999112243797,0.999625093726568,0.928007752160321,0.0726327980846318
